snp_ids_0,coefficients_0
7919086_2,-0.0000000000
7917855_2,-0.0000000000
7916980_2,-0.0000000000
7916663_2,-0.0000000000
7915329_2,-0.0000000000
7913580_2,-0.0000000000
7960805_2,0.0000000000
7912099_2,0.0000000000
7910893_2,0.0000000000
7907871_2,0.0000000000
7903809_2,-0.0000000000
7902278_2,-0.0000000000
7894981_2,0.0000000000
7894334_2,-0.0000000000
7893313_2,0.0000000000
7921138_2,0.0000000000
7923236_2,-0.0000000000
7923705_2,0.0000000000
7924809_2,-0.0000000000
7957442_2,-0.0000000000
7956555_2,-0.0000000000
7953207_2,0.0000000000
7952130_2,0.0000000000
7951213_2,-0.0000000000
7949434_2,-0.0000000000
7947448_2,-0.0000000000
7945428_2,-0.0000000000
7942834_2,-0.0000000000
7938166_2,0.0000000000
7937236_2,-0.0000000000
7936253_2,0.0000000000
7935619_2,-0.0000000000
7933130_2,0.0000000000
7928553_2,0.0000000000
7927798_2,-0.0000000000
7925677_2,0.0000000000
7644284_2,0.0000000000
7642806_2,0.0000000000
9283209_2,0.0000000000
7301748_2,0.0000000000
7311447_2,0.0000000000
7310551_2,0.0000000000
7306536_2,-0.0000000000
7306303_2,0.0000000000
7303732_2,0.0000000000
7303607_2,0.0000000000
7303275_2,0.0000000000
7302753_2,0.0000000000
7298940_2,0.0000000000
7316263_2,-0.0000000000
7296874_2,0.0000000000
7294108_2,0.0000000000
7293069_2,-0.0000000000
7292761_2,0.0000000000
7292615_2,0.0000000000
7291637_2,0.0000000000
7288403_2,0.0000000000
7286235_2,-0.0000000000
7314586_2,-0.0000000000
7316563_2,0.0000000000
7641933_2,-0.0000000000
7351475_2,0.0000000000
7370089_2,-0.0000000000
7370060_2,0.0000000000
7364103_2,0.0000000000
7363052_2,-0.0000000000
7362057_2,0.0000000000
7361535_2,-0.0000000000
7360495_2,0.0000000000
7352771_2,-0.0000000000
7340063_2,0.0000000000
7317945_2,0.0000000000
7334748_2,0.0000000000
7333513_2,-0.0000000000
7330826_2,0.0000000000
7328485_2,-0.0000000000
7326727_2,0.0000000000
7324888_2,0.0000000000
7320556_2,-0.0000000000
7319991_2,-0.0000000000
7285221_2,-0.0000000000
7275433_2,0.0000000000
7273665_2,-0.0000000000
7204933_2,-0.0000000000
7226791_2,-0.0000000000
7225233_2,-0.0000000000
7222719_2,0.0000000000
7220571_2,-0.0000000000
7220259_2,-0.0000000000
7218558_2,-0.0000000000
7212074_2,-0.0000000000
7206945_2,-0.0000000000
7200418_2,-0.0000000000
7271503_2,0.0000000000
7197062_2,-0.0000000000
7195664_2,0.0000000000
7194908_2,-0.0000000000
7194869_2,0.0000000000
7192498_2,-0.0000000000
7191551_2,-0.0000000000
7189827_2,-0.0000000000
7188349_2,-0.0000000000
7228061_2,-0.0000000000
7228664_2,-0.0000000000
7230582_2,-0.0000000000
7232951_2,-0.0000000000
7261386_2,-0.0000000000
7259489_2,0.0000000000
7258611_2,-0.0000000000
7258262_2,-0.0000000000
7258056_2,-0.0000000000
7253153_2,-0.0000000000
7249220_2,0.0000000000
7248666_2,-0.0000000000
7247967_2,-0.0000000000
7246898_2,-0.0000000000
7246626_2,0.0000000000
7243014_2,-0.0000000000
7242255_2,0.0000000000
7240584_2,-0.0000000000
7238510_2,-0.0000000000
7236612_2,-0.0000000000
7235517_2,-0.0000000000
7370836_2,0.0000000000
7371161_2,0.0000000000
7371363_2,0.0000000000
7497992_2,0.0000000000
7520877_2,0.0000000000
7514818_2,-0.0000000000
7514555_2,0.0000000000
7509902_2,-0.0000000000
7503574_2,0.0000000000
7501633_2,0.0000000000
7499610_2,0.0000000000
7499279_2,-0.0000000000
7497362_2,-0.0000000000
7453918_2,0.0000000000
7496681_2,0.0000000000
7496437_2,-0.0000000000
7496275_2,0.0000000000
7493640_2,0.0000000000
7493544_2,-0.0000000000
7492523_2,0.0000000000
7491835_2,0.0000000000
7490001_2,0.0000000000
7526407_2,0.0000000000
7543495_2,-0.0000000000
7552776_2,-0.0000000000
7557665_2,-0.0000000000
7641020_2,0.0000000000
7632646_2,0.0000000000
7628896_2,0.0000000000
7603301_2,-0.0000000000
7603131_2,-0.0000000000
7591073_2,-0.0000000000
7588912_2,-0.0000000000
7587414_2,-0.0000000000
7580194_2,0.0000000000
7579860_2,-0.0000000000
7579726_2,0.0000000000
7576187_2,0.0000000000
7573543_2,-0.0000000000
7568941_2,-0.0000000000
7568895_2,0.0000000000
7564434_2,-0.0000000000
7560014_2,0.0000000000
7483348_2,0.0000000000
7446369_2,0.0000000000
7372266_2,-0.0000000000
7385340_2,0.0000000000
7399185_2,0.0000000000
7395500_2,0.0000000000
7392638_2,0.0000000000
7391511_2,0.0000000000
7389922_2,-0.0000000000
7387552_2,0.0000000000
7387461_2,-0.0000000000
7386588_2,-0.0000000000
7385255_2,-0.0000000000
7442543_2,0.0000000000
7384505_2,-0.0000000000
7383201_2,-0.0000000000
7378893_2,0.0000000000
7377576_2,-0.0000000000
7376056_2,0.0000000000
7375773_2,0.0000000000
7374322_2,-0.0000000000
7373920_2,0.0000000000
7405316_2,0.0000000000
7408164_2,0.0000000000
7408591_2,-0.0000000000
7409753_2,0.0000000000
7439984_2,-0.0000000000
7438933_2,0.0000000000
7437888_2,0.0000000000
7436225_2,0.0000000000
7436110_2,0.0000000000
7434813_2,-0.0000000000
7433415_2,0.0000000000
7433011_2,0.0000000000
7432185_2,0.0000000000
7427926_2,-0.0000000000
7424048_2,-0.0000000000
7421764_2,-0.0000000000
7421465_2,-0.0000000000
7420014_2,-0.0000000000
7413886_2,0.0000000000
7413048_2,-0.0000000000
7411114_2,-0.0000000000
8067633_2,-0.0000000000
8067698_2,-0.0000000000
8071231_2,0.0000000000
8905863_2,0.0000000000
8939507_2,0.0000000000
8934169_2,-0.0000000000
8926875_2,0.0000000000
8920604_2,0.0000000000
8918182_2,0.0000000000
8916706_2,0.0000000000
8912445_2,0.0000000000
8908844_2,0.0000000000
8898955_2,0.0000000000
8947280_2,0.0000000000
8891766_2,0.0000000000
8883989_2,0.0000000000
8883311_2,0.0000000000
8881740_2,0.0000000000
8881575_2,-0.0000000000
8877664_2,-0.0000000000
8876939_2,-0.0000000000
8871260_2,-0.0000000000
8945435_2,0.0000000000
8949127_2,0.0000000000
8079675_2,0.0000000000
8986186_2,0.0000000000
9006349_2,0.0000000000
9005799_2,-0.0000000000
9005479_2,0.0000000000
9001385_2,-0.0000000000
8995096_2,0.0000000000
8993468_2,0.0000000000
8987875_2,0.0000000000
8986189_2,0.0000000000
8986033_2,-0.0000000000
8957521_2,-0.0000000000
8985609_2,-0.0000000000
8983937_2,0.0000000000
8974954_2,0.0000000000
8973977_2,0.0000000000
8969616_2,0.0000000000
8968306_2,-0.0000000000
8964310_2,0.0000000000
8961362_2,0.0000000000
8869627_2,-0.0000000000
8868577_2,0.0000000000
8852900_2,0.0000000000
8621728_2,-0.0000000000
8709578_2,0.0000000000
8703740_2,-0.0000000000
8700916_2,-0.0000000000
8697277_2,0.0000000000
8666967_2,0.0000000000
8629279_2,-0.0000000000
8625846_2,0.0000000000
8621731_2,0.0000000000
8621468_2,-0.0000000000
8834265_2,0.0000000000
8618512_2,0.0000000000
8617621_2,-0.0000000000
8614652_2,0.0000000000
8613698_2,0.0000000000
8612698_2,-0.0000000000
8600457_2,-0.0000000000
8599540_2,-0.0000000000
8599193_2,-0.0000000000
8712346_2,0.0000000000
8721230_2,0.0000000000
8763657_2,0.0000000000
8765502_2,-0.0000000000
8833829_2,0.0000000000
8831280_2,0.0000000000
8820751_2,-0.0000000000
8820727_2,-0.0000000000
8820253_2,-0.0000000000
8819189_2,-0.0000000000
8818166_2,0.0000000000
8817076_2,0.0000000000
8816341_2,-0.0000000000
8797527_2,0.0000000000
8795687_2,0.0000000000
8791712_2,-0.0000000000
8789313_2,-0.0000000000
8787062_2,0.0000000000
8785331_2,0.0000000000
8783665_2,-0.0000000000
8780705_2,-0.0000000000
9010667_2,-0.0000000000
9013326_2,-0.0000000000
9017190_2,-0.0000000000
9156061_2,0.0000000000
9190511_2,0.0000000000
9189042_2,-0.0000000000
9185697_2,0.0000000000
9184928_2,0.0000000000
9174488_2,-0.0000000000
9173515_2,0.0000000000
9170685_2,0.0000000000
9165015_2,0.0000000000
9149662_2,0.0000000000
9132302_2,0.0000000000
9147323_2,0.0000000000
9144512_2,0.0000000000
9143942_2,0.0000000000
9141159_2,0.0000000000
9140269_2,0.0000000000
9139448_2,0.0000000000
9138165_2,0.0000000000
9134438_2,0.0000000000
9191014_2,-0.0000000000
9193361_2,-0.0000000000
9193815_2,0.0000000000
9196433_2,0.0000000000
9279667_2,0.0000000000
9278622_2,-0.0000000000
9277730_2,-0.0000000000
9276705_2,-0.0000000000
9273886_2,-0.0000000000
9270759_2,0.0000000000
9266459_2,0.0000000000
9255685_2,-0.0000000000
9254802_2,0.0000000000
9252601_2,0.0000000000
9251777_2,0.0000000000
9251333_2,0.0000000000
9249172_2,0.0000000000
9214928_2,-0.0000000000
9214315_2,0.0000000000
9201863_2,-0.0000000000
9198436_2,-0.0000000000
9133448_2,0.0000000000
9130378_2,0.0000000000
9017316_2,0.0000000000
9029597_2,0.0000000000
9041711_2,-0.0000000000
9039932_2,0.0000000000
9038728_2,0.0000000000
9038659_2,-0.0000000000
9036917_2,0.0000000000
9035252_2,0.0000000000
9033793_2,0.0000000000
9032503_2,-0.0000000000
9028498_2,0.0000000000
9126288_2,0.0000000000
9026970_2,0.0000000000
9024793_2,-0.0000000000
9023379_2,-0.0000000000
9021620_2,0.0000000000
9021162_2,0.0000000000
9020666_2,-0.0000000000
9020095_2,-0.0000000000
9019720_2,0.0000000000
9046994_2,0.0000000000
9056450_2,0.0000000000
9057198_2,-0.0000000000
9060184_2,0.0000000000
9125217_2,0.0000000000
9123260_2,0.0000000000
9113993_2,0.0000000000
9107087_2,0.0000000000
9103297_2,0.0000000000
9099974_2,0.0000000000
9096498_2,0.0000000000
9093218_2,0.0000000000
9088545_2,0.0000000000
9087069_2,0.0000000000
9083576_2,-0.0000000000
9083443_2,0.0000000000
9083308_2,0.0000000000
9082879_2,0.0000000000
9081493_2,-0.0000000000
9078897_2,0.0000000000
9076319_2,0.0000000000
8598580_2,-0.0000000000
8597838_2,0.0000000000
8595604_2,0.0000000000
8269022_2,-0.0000000000
8295498_2,0.0000000000
8294397_2,-0.0000000000
8283200_2,0.0000000000
8279735_2,0.0000000000
8276689_2,-0.0000000000
8273627_2,0.0000000000
8272902_2,0.0000000000
8272342_2,-0.0000000000
8260266_2,0.0000000000
8223709_2,-0.0000000000
8254869_2,0.0000000000
8251003_2,-0.0000000000
8243328_2,-0.0000000000
8243064_2,0.0000000000
8242698_2,-0.0000000000
8239952_2,0.0000000000
8238448_2,0.0000000000
8236876_2,-0.0000000000
8298265_2,-0.0000000000
8298742_2,0.0000000000
8298961_2,0.0000000000
8300028_2,0.0000000000
8347762_2,0.0000000000
8342962_2,0.0000000000
8340954_2,0.0000000000
8338194_2,-0.0000000000
8335509_2,0.0000000000
8334899_2,0.0000000000
8333531_2,0.0000000000
8332901_2,0.0000000000
8330473_2,0.0000000000
8326671_2,0.0000000000
8323379_2,0.0000000000
8318859_2,0.0000000000
8306332_2,0.0000000000
8304363_2,0.0000000000
8303282_2,0.0000000000
8302325_2,0.0000000000
8301572_2,0.0000000000
8235656_2,-0.0000000000
8218208_2,-0.0000000000
8348888_2,-0.0000000000
8093215_2,0.0000000000
8117161_2,0.0000000000
8108819_2,0.0000000000
8107907_2,-0.0000000000
8106389_2,-0.0000000000
8104769_2,-0.0000000000
8103588_2,-0.0000000000
8102272_2,-0.0000000000
8099336_2,-0.0000000000
8092574_2,-0.0000000000
8218121_2,-0.0000000000
8092315_2,0.0000000000
8092202_2,-0.0000000000
8092171_2,0.0000000000
8089102_2,0.0000000000
8087586_2,-0.0000000000
8087330_2,-0.0000000000
8087307_2,-0.0000000000
8086215_2,0.0000000000
8117789_2,0.0000000000
8120676_2,0.0000000000
8122859_2,-0.0000000000
8124731_2,0.0000000000
8214208_2,0.0000000000
8193255_2,0.0000000000
8185868_2,-0.0000000000
8171913_2,-0.0000000000
8168512_2,-0.0000000000
8165381_2,-0.0000000000
8163479_2,0.0000000000
8156835_2,0.0000000000
8153219_2,0.0000000000
8153160_2,-0.0000000000
8145672_2,-0.0000000000
8145475_2,-0.0000000000
8145472_2,0.0000000000
8143262_2,-0.0000000000
8140017_2,-0.0000000000
8137043_2,0.0000000000
8128551_2,-0.0000000000
8348125_2,-0.0000000000
8350562_2,0.0000000000
8595394_2,-0.0000000000
8539504_2,-0.0000000000
8556582_2,0.0000000000
8554447_2,0.0000000000
8545490_2,-0.0000000000
8543963_2,-0.0000000000
8542893_2,0.0000000000
8542882_2,0.0000000000
8542755_2,-0.0000000000
8541185_2,-0.0000000000
8538917_2,-0.0000000000
8513359_2,0.0000000000
8535221_2,0.0000000000
8529535_2,0.0000000000
8529211_2,-0.0000000000
8527653_2,0.0000000000
8527580_2,0.0000000000
8527454_2,0.0000000000
8525383_2,0.0000000000
8518735_2,0.0000000000
8557977_2,0.0000000000
8558544_2,-0.0000000000
8559860_2,-0.0000000000
8559936_2,-0.0000000000
8594653_2,-0.0000000000
8594432_2,0.0000000000
8594088_2,-0.0000000000
8592720_2,-0.0000000000
8588520_2,0.0000000000
8582411_2,0.0000000000
8580469_2,-0.0000000000
8578994_2,0.0000000000
8577194_2,0.0000000000
8575262_2,-0.0000000000
8568534_2,0.0000000000
8568519_2,0.0000000000
8564001_2,-0.0000000000
8562197_2,0.0000000000
8561254_2,0.0000000000
8560590_2,0.0000000000
8560581_2,-0.0000000000
8516643_2,0.0000000000
8511544_2,0.0000000000
8352752_2,0.0000000000
8383518_2,0.0000000000
8414907_2,0.0000000000
8413755_2,0.0000000000
8407958_2,0.0000000000
8407668_2,-0.0000000000
8406188_2,-0.0000000000
8405702_2,0.0000000000
8403545_2,0.0000000000
8402714_2,0.0000000000
8381487_2,0.0000000000
8503456_2,-0.0000000000
8376293_2,0.0000000000
8372012_2,0.0000000000
8369789_2,-0.0000000000
8368886_2,0.0000000000
8368187_2,-0.0000000000
8360192_2,0.0000000000
8360188_2,0.0000000000
8356959_2,0.0000000000
8422146_2,0.0000000000
8424133_2,0.0000000000
8427020_2,0.0000000000
8427224_2,0.0000000000
8501368_2,0.0000000000
8500918_2,0.0000000000
8493515_2,0.0000000000
8493097_2,0.0000000000
8485116_2,0.0000000000
8481523_2,-0.0000000000
8476524_2,-0.0000000000
8472976_2,0.0000000000
8451398_2,0.0000000000
8447440_2,0.0000000000
8446715_2,0.0000000000
8445743_2,0.0000000000
8444204_2,-0.0000000000
8441764_2,0.0000000000
8438986_2,0.0000000000
8438220_2,-0.0000000000
8434470_2,0.0000000000
7186398_2,-0.0000000000
7186107_2,0.0000000000
7184752_2,0.0000000000
6163263_2,0.0000000000
6191511_2,0.0000000000
6190159_2,-0.0000000000
6189501_2,-0.0000000000
6187190_2,-0.0000000000
6184003_2,0.0000000000
6172574_2,-0.0000000000
6171151_2,-0.0000000000
6167829_2,0.0000000000
6162026_2,-0.0000000000
6192705_2,0.0000000000
6159272_2,0.0000000000
6157178_2,0.0000000000
6156943_2,-0.0000000000
6155883_2,-0.0000000000
6155389_2,-0.0000000000
6154005_2,0.0000000000
6153869_2,-0.0000000000
6152606_2,-0.0000000000
6191830_2,-0.0000000000
6192974_2,-0.0000000000
6427452_2,0.0000000000
6215606_2,0.0000000000
6250557_2,-0.0000000000
6246475_2,0.0000000000
6237156_2,0.0000000000
6236750_2,0.0000000000
6227766_2,0.0000000000
6226150_2,-0.0000000000
6220776_2,-0.0000000000
6219023_2,-0.0000000000
6213698_2,0.0000000000
6193512_2,0.0000000000
6213028_2,0.0000000000
6205997_2,-0.0000000000
6204467_2,0.0000000000
6201815_2,0.0000000000
6198445_2,-0.0000000000
6197302_2,0.0000000000
6196461_2,-0.0000000000
6195017_2,-0.0000000000
6146780_2,-0.0000000000
6145617_2,-0.0000000000
6145356_2,-0.0000000000
6116593_2,-0.0000000000
6122118_2,0.0000000000
6121339_2,-0.0000000000
6119394_2,-0.0000000000
6117795_2,0.0000000000
6117562_2,0.0000000000
6117305_2,0.0000000000
6116834_2,-0.0000000000
6116728_2,0.0000000000
6116088_2,0.0000000000
6144676_2,-0.0000000000
6115099_2,0.0000000000
6114423_2,0.0000000000
6114244_2,-0.0000000000
6113776_2,-0.0000000000
6112979_2,0.0000000000
6109857_2,-0.0000000000
6109409_2,-0.0000000000
6105632_2,-0.0000000000
6122337_2,-0.0000000000
6122844_2,-0.0000000000
6123046_2,0.0000000000
6123712_2,0.0000000000
6144200_2,0.0000000000
6143944_2,-0.0000000000
6143231_2,-0.0000000000
6141727_2,-0.0000000000
6141697_2,0.0000000000
6141694_2,-0.0000000000
6141158_2,0.0000000000
6141128_2,-0.0000000000
6139691_2,-0.0000000000
6139610_2,-0.0000000000
6138308_2,0.0000000000
6134604_2,-0.0000000000
6132048_2,0.0000000000
6131062_2,-0.0000000000
6126736_2,-0.0000000000
6125788_2,-0.0000000000
6124384_2,0.0000000000
6253322_2,-0.0000000000
6256677_2,0.0000000000
6257505_2,-0.0000000000
6388119_2,0.0000000000
6394401_2,0.0000000000
6393843_2,-0.0000000000
6393358_2,0.0000000000
6392760_2,-0.0000000000
6392190_2,0.0000000000
6391604_2,-0.0000000000
6390378_2,-0.0000000000
6388875_2,0.0000000000
6381262_2,-0.0000000000
6347241_2,-0.0000000000
6379244_2,0.0000000000
6376406_2,-0.0000000000
6373305_2,0.0000000000
6365315_2,-0.0000000000
6363985_2,-0.0000000000
6362186_2,-0.0000000000
6360335_2,-0.0000000000
6350471_2,-0.0000000000
6394882_2,-0.0000000000
6397931_2,-0.0000000000
6398787_2,-0.0000000000
6401114_2,0.0000000000
6423190_2,-0.0000000000
6423041_2,0.0000000000
6421513_2,0.0000000000
6420188_2,0.0000000000
6419648_2,0.0000000000
6419312_2,-0.0000000000
6418546_2,0.0000000000
6417869_2,0.0000000000
6416842_2,0.0000000000
6416830_2,-0.0000000000
6415251_2,0.0000000000
6414890_2,-0.0000000000
6414738_2,-0.0000000000
6414530_2,-0.0000000000
6414202_2,-0.0000000000
6412436_2,-0.0000000000
6408055_2,-0.0000000000
6349486_2,0.0000000000
6332328_2,-0.0000000000
6257811_2,-0.0000000000
6277622_2,0.0000000000
6292648_2,-0.0000000000
6292051_2,-0.0000000000
6291512_2,-0.0000000000
6290739_2,0.0000000000
6289254_2,0.0000000000
6288512_2,-0.0000000000
6286212_2,0.0000000000
6285456_2,-0.0000000000
6276606_2,0.0000000000
6328686_2,-0.0000000000
6276373_2,0.0000000000
6275589_2,0.0000000000
6263176_2,-0.0000000000
6262884_2,0.0000000000
6262766_2,0.0000000000
6261031_2,-0.0000000000
6260171_2,0.0000000000
6258977_2,-0.0000000000
6293487_2,0.0000000000
6294322_2,-0.0000000000
6294663_2,-0.0000000000
6294892_2,0.0000000000
6325733_2,0.0000000000
6324096_2,-0.0000000000
6322811_2,-0.0000000000
6320682_2,0.0000000000
6320474_2,-0.0000000000
6318181_2,-0.0000000000
6317463_2,-0.0000000000
6316318_2,-0.0000000000
6316071_2,0.0000000000
6310921_2,-0.0000000000
6309098_2,0.0000000000
6306808_2,-0.0000000000
6302176_2,-0.0000000000
6300797_2,0.0000000000
6299259_2,-0.0000000000
6297088_2,-0.0000000000
6296088_2,-0.0000000000
6103883_2,-0.0000000000
6100931_2,-0.0000000000
6097625_2,-0.0000000000
5914569_2,0.0000000000
5918886_2,-0.0000000000
5918514_2,-0.0000000000
5918270_2,-0.0000000000
5916700_2,-0.0000000000
5915216_2,-0.0000000000
5914953_2,0.0000000000
5914850_2,0.0000000000
5914786_2,-0.0000000000
5911316_2,0.0000000000
5904016_2,0.0000000000
5910705_2,0.0000000000
5910107_2,-0.0000000000
5909025_2,0.0000000000
5907593_2,0.0000000000
5906303_2,-0.0000000000
5905854_2,0.0000000000
5905735_2,-0.0000000000
5905603_2,0.0000000000
5919535_2,0.0000000000
5920394_2,-0.0000000000
5921181_2,0.0000000000
5921823_2,-0.0000000000
5929746_2,0.0000000000
5929563_2,0.0000000000
5928885_2,-0.0000000000
5928767_2,-0.0000000000
5928507_2,0.0000000000
5928122_2,0.0000000000
5927439_2,0.0000000000
5927079_2,0.0000000000
5927065_2,0.0000000000
5926074_2,0.0000000000
5925841_2,0.0000000000
5925190_2,-0.0000000000
5925058_2,0.0000000000
5923326_2,-0.0000000000
5923168_2,0.0000000000
5922861_2,0.0000000000
5922298_2,0.0000000000
5904535_2,-0.0000000000
5903458_2,0.0000000000
5930509_2,-0.0000000000
5889032_2,0.0000000000
5893531_2,0.0000000000
5892270_2,0.0000000000
5890895_2,0.0000000000
5890743_2,-0.0000000000
5890729_2,0.0000000000
5890382_2,-0.0000000000
5889725_2,0.0000000000
5889109_2,-0.0000000000
5888935_2,0.0000000000
5903312_2,-0.0000000000
5887919_2,0.0000000000
5886611_2,-0.0000000000
5885302_2,0.0000000000
5884974_2,0.0000000000
5884841_2,0.0000000000
5884517_2,0.0000000000
5884456_2,-0.0000000000
5884003_2,-0.0000000000
5893658_2,0.0000000000
5893974_2,-0.0000000000
5894086_2,0.0000000000
5894639_2,0.0000000000
5902961_2,-0.0000000000
5902204_2,0.0000000000
5901437_2,0.0000000000
5900941_2,0.0000000000
5899960_2,0.0000000000
5899620_2,-0.0000000000
5899217_2,0.0000000000
5899098_2,-0.0000000000
5898616_2,0.0000000000
5897754_2,0.0000000000
5897483_2,-0.0000000000
5897394_2,0.0000000000
5896725_2,0.0000000000
5896479_2,0.0000000000
5895997_2,0.0000000000
5895638_2,-0.0000000000
5894963_2,-0.0000000000
5929929_2,-0.0000000000
5930820_2,-0.0000000000
6093859_2,-0.0000000000
6051190_2,0.0000000000
6057763_2,-0.0000000000
6056444_2,0.0000000000
6055964_2,-0.0000000000
6053945_2,-0.0000000000
6052194_2,0.0000000000
6052131_2,0.0000000000
6052123_2,-0.0000000000
6052082_2,0.0000000000
6047304_2,0.0000000000
6015252_2,-0.0000000000
6045500_2,-0.0000000000
6041541_2,0.0000000000
6034638_2,-0.0000000000
6029852_2,-0.0000000000
6025843_2,-0.0000000000
6021552_2,-0.0000000000
6021529_2,-0.0000000000
6021481_2,-0.0000000000
6058197_2,0.0000000000
6058764_2,-0.0000000000
6059948_2,-0.0000000000
6061334_2,-0.0000000000
6092588_2,-0.0000000000
6090272_2,-0.0000000000
6089168_2,-0.0000000000
6087781_2,-0.0000000000
6085620_2,-0.0000000000
6083014_2,0.0000000000
6082401_2,0.0000000000
6078322_2,-0.0000000000
6077734_2,-0.0000000000
6077132_2,-0.0000000000
6075429_2,-0.0000000000
6075123_2,-0.0000000000
6070523_2,0.0000000000
6069884_2,0.0000000000
6067929_2,0.0000000000
6066798_2,0.0000000000
6064489_2,-0.0000000000
6019273_2,0.0000000000
6014769_2,-0.0000000000
5931089_2,0.0000000000
5946811_2,0.0000000000
5958199_2,-0.0000000000
5957806_2,0.0000000000
5956920_2,0.0000000000
5956035_2,-0.0000000000
5954000_2,-0.0000000000
