snp_ids_standard,feat_importance_standard
8182573_1,0.0006452226
18439471_2,0.0006431079
6819525_4,0.0006398365
23184814_3,0.0006384269
6687906_4,0.0006375893
16069266_4,0.0006334107
6668670_4,0.0006317033
7849667_1,0.0006295938
13367633_2,0.0006259859
6913600_4,0.0006231599
2207423_5,0.0006222083
13363791_2,0.0006216109
9045693_2,0.0006209002
6455859_1,0.0006208747
2732124_4,0.0006099943
3736568_1,0.0006038064
2351069_5,0.0006027356
7420724_1,0.0005987767
9390945_2,0.0005965213
16824646_4,0.0005914899
6816054_4,0.0005874588
6967521_4,0.0005858014
28731758_1,0.0005803075
5210219_1,0.0005761396
2704308_1,0.0005742833
6736045_4,0.0005732359
7492408_1,0.0005684393
7851855_1,0.0005673012
9333792_2,0.0005657166
13559181_2,0.0005639444
6833509_4,0.0005593838
2706831_1,0.0005590963
7850732_5,0.0005579150
13640626_2,0.0005569062
13490241_2,0.0005566321
7474668_1,0.0005547615
13867878_2,0.0005516438
26173785_5,0.0005471860
19878713_1,0.0005461514
14964684_2,0.0005458886
7557954_5,0.0005453413
3766065_1,0.0005429318
13819061_2,0.0005426361
25361639_5,0.0005402731
2857529_1,0.0005355025
14992031_2,0.0005350490
2908043_1,0.0005340473
6666668_5,0.0005311731
16044703_4,0.0005282867
25398020_5,0.0005268560
7543438_1,0.0005254426
7482479_5,0.0005237864
24989056_5,0.0005236574
6785178_4,0.0005224186
6505022_4,0.0005161235
17084626_2,0.0005143251
3779875_1,0.0005087223
1713853_1,0.0005080889
7888662_1,0.0005054579
848013_1,0.0005025464
196160_4,0.0004992580
4186250_1,0.0004981812
6510279_4,0.0004972418
25394959_5,0.0004969183
13886899_2,0.0004935457
2847720_1,0.0004920836
14216870_2,0.0004901596
7787478_1,0.0004892894
2390412_5,0.0004841539
10400063_3,0.0004824403
13848371_2,0.0004814331
6693857_4,0.0004809927
849816_1,0.0004806702
6490596_5,0.0004767299
25994206_5,0.0004761969
13781317_2,0.0004747617
2627214_4,0.0004721677
156628_1,0.0004719137
21026768_3,0.0004709145
560791_4,0.0004707791
16639626_4,0.0004704695
2773570_3,0.0004700108
2219785_5,0.0004681593
2386249_5,0.0004661938
7399244_1,0.0004644014
6675294_4,0.0004618118
13788041_2,0.0004613404
15937911_4,0.0004596206
21425384_5,0.0004584822
6743468_4,0.0004560007
9334678_2,0.0004549253
16100504_4,0.0004544919
13832754_2,0.0004542710
7465212_1,0.0004528613
6966268_4,0.0004519410
13791103_2,0.0004498345
6900890_4,0.0004495695
1437827_1,0.0004485917
15952870_2,0.0004464274
4317701_1,0.0004462301
7401311_1,0.0004426790
6659873_4,0.0004415205
169306_1,0.0004373329
18998094_5,0.0004368589
10887978_2,0.0004355501
5697667_2,0.0004353674
13518090_2,0.0004321552
5317399_1,0.0004319527
831060_3,0.0004314476
470180_4,0.0004308102
26713298_5,0.0004301936
23250135_5,0.0004250201
643170_4,0.0004249759
19941380_1,0.0004205462
5322833_1,0.0004132290
1773809_1,0.0004120085
436639_4,0.0004102032
6972394_2,0.0004094523
18552966_5,0.0004048564
13831001_2,0.0004046298
16708288_2,0.0004044020
4933378_3,0.0004029881
9592961_2,0.0004012693
464161_4,0.0004008619
14223198_5,0.0003977084
25381916_5,0.0003928362
1415510_4,0.0003927756
116149_2,0.0003920979
3180543_1,0.0003900614
3065875_1,0.0003877486
317979_4,0.0003875504
46499_1,0.0003873511
14196631_5,0.0003870577
16079296_4,0.0003868096
16568448_3,0.0003867771
13732568_2,0.0003859798
830904_3,0.0003842257
20075636_5,0.0003826424
19446971_2,0.0003806836
7734431_5,0.0003796125
6920507_2,0.0003788540
16821262_2,0.0003778811
9038659_2,0.0003759861
21383089_5,0.0003752022
16809771_2,0.0003747061
6868175_4,0.0003743929
2325257_1,0.0003742506
29688318_1,0.0003730894
75250_1,0.0003708456
26221537_5,0.0003705235
8906330_4,0.0003697665
7826822_1,0.0003672368
4593972_1,0.0003652695
19672598_5,0.0003645391
314389_4,0.0003639627
13686210_2,0.0003621992
16034943_4,0.0003615478
13355625_2,0.0003603903
13719320_2,0.0003585521
7844717_5,0.0003562406
4779763_1,0.0003559843
19568830_5,0.0003553099
23089438_3,0.0003531146
16828082_4,0.0003530466
26227916_5,0.0003523592
592353_3,0.0003515314
29793727_1,0.0003494869
29483705_1,0.0003493657
10789693_5,0.0003487532
20801587_3,0.0003477702
6624838_1,0.0003470575
7749295_5,0.0003463502
199812_4,0.0003463130
3755692_1,0.0003457983
164085_1,0.0003441345
5323138_5,0.0003435775
2327023_1,0.0003434455
6603547_5,0.0003430661
19356865_1,0.0003428579
311663_4,0.0003417827
7833912_1,0.0003413203
16625044_4,0.0003395031
7548846_5,0.0003391056
17310260_2,0.0003389832
13416615_2,0.0003383018
19694989_2,0.0003378667
14940828_2,0.0003365332
7175750_5,0.0003365142
13687752_2,0.0003364617
6503685_4,0.0003360786
23309506_5,0.0003359212
5706418_2,0.0003352723
16017866_4,0.0003350952
752603_1,0.0003349953
18589120_5,0.0003348980
6520811_1,0.0003343423
4942784_3,0.0003341620
3770490_1,0.0003313774
9060349_3,0.0003310899
18104746_2,0.0003300250
26790454_5,0.0003296532
13444802_2,0.0003292391
16834213_2,0.0003287333
21058560_3,0.0003285261
2218852_5,0.0003278456
5229877_3,0.0003271537
7784950_1,0.0003271120
9763449_2,0.0003267262
17272553_2,0.0003264821
19795070_1,0.0003260079
3479848_1,0.0003259949
844184_3,0.0003253996
6919823_4,0.0003251444
7864909_5,0.0003232393
19490312_3,0.0003228976
5301232_1,0.0003223228
134614_2,0.0003219380
4635186_2,0.0003176423
7871250_5,0.0003164911
12789131_5,0.0003162869
6009713_5,0.0003144101
7796210_1,0.0003136884
2041307_5,0.0003129013
19560113_2,0.0003123098
6867024_1,0.0003116449
6965131_4,0.0003110761
26907921_5,0.0003105020
21110427_3,0.0003103932
6986087_2,0.0003093623
4189204_1,0.0003084284
13664013_2,0.0003079047
29760771_1,0.0003075377
9141159_2,0.0003064645
3731946_5,0.0003061623
6914569_4,0.0003055933
455851_4,0.0003051980
6655856_1,0.0003051342
16043023_1,0.0003046284
14739102_2,0.0003043631
5289411_1,0.0003039706
19434292_1,0.0003036936
27027595_1,0.0003030586
13703545_2,0.0003021792
10884079_2,0.0003014592
23189916_3,0.0003011178
19490676_2,0.0003004932
13410568_2,0.0003004359
13743069_2,0.0002994963
24918793_5,0.0002983784
6166966_1,0.0002983071
517341_5,0.0002979895
13009098_5,0.0002978171
308466_4,0.0002972933
4267561_1,0.0002959200
6976425_2,0.0002946015
14195440_5,0.0002931575
26619372_5,0.0002921591
17340496_2,0.0002919068
829579_3,0.0002917647
6156380_1,0.0002909070
13140669_2,0.0002892652
304857_4,0.0002891747
5728665_2,0.0002887738
13824725_2,0.0002872749
26897405_1,0.0002865678
18792263_5,0.0002850422
285609_4,0.0002846290
2819058_1,0.0002829877
11016778_4,0.0002829342
4711451_4,0.0002825152
521842_5,0.0002824925
13431548_2,0.0002813687
438804_4,0.0002794396
9028625_2,0.0002790316
6750985_4,0.0002789198
3761324_1,0.0002786789
788336_1,0.0002778142
6942493_4,0.0002777994
21055928_3,0.0002776253
23375874_5,0.0002774143
26140154_5,0.0002771841
7611901_5,0.0002767805
2350289_4,0.0002761433
2382624_1,0.0002760881
13455801_2,0.0002758636
29393703_1,0.0002758043
25941425_1,0.0002756054
16813630_2,0.0002751497
5669133_2,0.0002745661
6945959_2,0.0002744021
2166725_1,0.0002739830
17301972_2,0.0002737576
2862409_1,0.0002731699
6741302_4,0.0002729309
18678660_5,0.0002707594
481349_4,0.0002693690
5818737_2,0.0002683039
1413439_4,0.0002661810
5951647_2,0.0002657875
806141_1,0.0002657718
810136_3,0.0002655190
6793113_4,0.0002648391
23169904_3,0.0002646882
4466982_1,0.0002639880
8545490_2,0.0002630543
2798737_4,0.0002626033
262690_4,0.0002620699
5326419_5,0.0002619870
13827595_2,0.0002618249
3134643_1,0.0002608158
2778607_4,0.0002600962
21365219_5,0.0002596023
27054576_1,0.0002592431
1841130_3,0.0002590216
13768807_2,0.0002566833
10791975_5,0.0002563957
18146704_2,0.0002557908
14822465_2,0.0002547335
7518033_5,0.0002545578
14209043_5,0.0002544701
7535077_1,0.0002541614
10568266_2,0.0002522542
9406337_2,0.0002518205
2175253_1,0.0002516898
5471094_1,0.0002514333
7395511_1,0.0002513875
850370_3,0.0002508927
13670626_2,0.0002508898
26623079_5,0.0002500214
17280785_2,0.0002499298
259252_4,0.0002495523
17354005_2,0.0002485853
2443233_4,0.0002485645
26848479_5,0.0002477963
14232297_2,0.0002476350
16107011_4,0.0002472961
13373173_2,0.0002468223
7863245_5,0.0002463372
6978894_4,0.0002443554
6927068_4,0.0002437000
514515_4,0.0002433391
21654399_3,0.0002431426
16848198_2,0.0002431233
7642927_1,0.0002428871
13550197_2,0.0002400214
13676419_2,0.0002400054
13343881_2,0.0002394902
5253097_1,0.0002385224
1265234_2,0.0002383892
4698923_4,0.0002376658
4123962_3,0.0002371833
2810117_5,0.0002371749
7530377_5,0.0002364199
28674199_1,0.0002364010
1970999_5,0.0002351770
5999323_3,0.0002342395
4620229_1,0.0002337051
2559620_4,0.0002334745
29671731_1,0.0002332132
29093464_1,0.0002327495
3753441_1,0.0002326699
13592252_2,0.0002326697
20697332_5,0.0002317023
26850539_5,0.0002311461
8925939_1,0.0002311253
6942071_2,0.0002305299
16259334_3,0.0002268194
13385275_2,0.0002262808
3230772_1,0.0002259792
5725003_2,0.0002258137
4898085_1,0.0002257578
16061660_1,0.0002255357
13391408_2,0.0002252814
16864366_4,0.0002244860
29680673_1,0.0002244020
20789881_3,0.0002240365
3748831_1,0.0002234868
6863488_2,0.0002233023
2028661_1,0.0002227528
19040404_5,0.0002227255
13662790_2,0.0002223364
21559660_5,0.0002221633
3217736_1,0.0002210211
550823_1,0.0002208596
26611132_5,0.0002205757
18142173_4,0.0002201680
13873964_2,0.0002197088
26742941_5,0.0002189731
29481383_1,0.0002185725
17330257_2,0.0002182852
16798691_2,0.0002181537
17344993_2,0.0002176744
13731358_2,0.0002174953
6807863_2,0.0002166205
23188904_5,0.0002164807
490079_4,0.0002160972
4279720_1,0.0002160051
3933591_1,0.0002157425
16832833_2,0.0002153992
5422858_1,0.0002152769
6864371_2,0.0002151128
29806143_1,0.0002147497
13534152_2,0.0002147274
5730451_2,0.0002146102
9317842_2,0.0002142708
2765849_1,0.0002141192
6994778_2,0.0002138242
13795525_2,0.0002133636
22032085_3,0.0002127103
2360456_1,0.0002121597
6903540_4,0.0002120577
478305_4,0.0002119392
7155429_5,0.0002118921
9081309_1,0.0002113059
25017709_5,0.0002111132
24263568_1,0.0002105679
13474676_2,0.0002105012
13583819_4,0.0002103919
2477192_5,0.0002098125
13235080_2,0.0002094875
4912088_1,0.0002092916
5202639_1,0.0002088779
5727871_2,0.0002082504
12139439_4,0.0002081865
20823499_1,0.0002077123
23601105_1,0.0002071456
3235999_1,0.0002071310
737630_1,0.0002071040
4920857_3,0.0002069928
3713601_3,0.0002048982
1816235_4,0.0002045357
3232330_1,0.0002044504
20829152_1,0.0002037583
4773848_1,0.0002037210
21456433_5,0.0002031984
14393060_2,0.0002028208
5680516_2,0.0002025047
1666119_1,0.0002024852
3224755_1,0.0002021534
2398657_4,0.0002015368
6897218_4,0.0002014714
16004549_4,0.0002013692
24265184_1,0.0002012368
51956_3,0.0002005533
6890416_4,0.0002003484
980342_5,0.0002003400
4218162_5,0.0001999140
16849464_4,0.0001999019
28748900_1,0.0001998338
6180912_1,0.0001998276
13711266_2,0.0001998110
5243448_1,0.0001993655
5641266_1,0.0001990912
14385461_2,0.0001987604
18272606_2,0.0001983232
13435463_2,0.0001979326
6158959_1,0.0001978408
8176893_1,0.0001974184
15510426_1,0.0001971475
6842225_2,0.0001970533
6729004_4,0.0001968747
26072332_5,0.0001968026
5306574_5,0.0001967867
7375577_5,0.0001949696
6420031_3,0.0001947163
17344387_2,0.0001942354
2873637_5,0.0001938498
9306500_2,0.0001937303
16878723_2,0.0001934673
6661185_1,0.0001932052
13976402_1,0.0001930239
16764572_2,0.0001929408
3456554_1,0.0001928196
20074276_5,0.0001926287
22879737_5,0.0001925614
24286469_1,0.0001921974
435266_1,0.0001920396
13336966_2,0.0001918803
7746685_5,0.0001915472
18954985_1,0.0001913661
18612788_1,0.0001902709
3156086_1,0.0001900278
13320293_2,0.0001895872
5713083_2,0.0001895177
6145922_1,0.0001893855
13328340_2,0.0001892949
19566428_5,0.0001883979
11707241_2,0.0001881337
4719810_4,0.0001877062
6774216_5,0.0001871813
17123095_5,0.0001865449
14761644_2,0.0001861967
5148675_1,0.0001860392
17432741_2,0.0001849154
122186_2,0.0001848164
5309981_5,0.0001847123
18155507_2,0.0001846364
16837112_2,0.0001835882
23217578_3,0.0001835021
27110855_1,0.0001833621
2367391_1,0.0001830970
26460766_1,0.0001829002
6859344_2,0.0001828622
22871248_5,0.0001827179
8793988_3,0.0001826394
26538560_5,0.0001820917
18563210_5,0.0001820013
25003988_5,0.0001813580
6752148_1,0.0001812688
819810_3,0.0001809013
9331552_4,0.0001808937
26613337_5,0.0001808148
19586816_2,0.0001807584
15466639_4,0.0001802684
8925991_3,0.0001797509
6072661_1,0.0001794612
5721524_2,0.0001794027
17439187_4,0.0001793775
16534227_4,0.0001793118
7489772_5,0.0001791864
17584770_4,0.0001788543
5194431_1,0.0001786589
14753715_2,0.0001780294
17335583_1,0.0001779037
4713087_4,0.0001777812
3132349_1,0.0001773659
20977985_3,0.0001772980
4595362_1,0.0001772481
18065115_3,0.0001772135
1553272_2,0.0001761598
19496123_3,0.0001758644
8976848_3,0.0001746130
18495623_2,0.0001743982
19796897_1,0.0001742688
5322083_1,0.0001736386
8789092_3,0.0001735030
14193755_5,0.0001734296
11534684_5,0.0001733062
16092063_4,0.0001733030
27107267_1,0.0001728331
13876890_2,0.0001726853
17725614_2,0.0001722623
783929_3,0.0001715280
2807116_5,0.0001711953
22029843_3,0.0001711919
9470848_2,0.0001710614
14388604_2,0.0001707995
16000144_1,0.0001707665
24265859_1,0.0001707476
20082471_5,0.0001706537
19479971_3,0.0001699227
10787830_5,0.0001699223
14896814_2,0.0001699110
13692537_2,0.0001696071
22185283_1,0.0001694963
1716745_2,0.0001692714
17260068_2,0.0001692534
16098353_4,0.0001686730
251310_3,0.0001686579
3012670_5,0.0001684742
8425609_3,0.0001678708
26093025_1,0.0001677795
17269270_2,0.0001676891
16313091_4,0.0001676241
24995042_1,0.0001675654
9493283_5,0.0001673524
17255848_2,0.0001672279
15972482_4,0.0001668184
13994697_5,0.0001665424
8923551_3,0.0001664277
2334967_1,0.0001663874
15891875_3,0.0001662647
10851628_2,0.0001662153
29393810_1,0.0001659661
19746802_5,0.0001653536
15546808_1,0.0001652502
26168691_5,0.0001645231
2471394_5,0.0001644632
730306_1,0.0001643335
4264739_4,0.0001641818
21403960_5,0.0001640769
7380723_5,0.0001640453
27643861_1,0.0001639843
5674730_2,0.0001637200
19604926_2,0.0001636203
29659542_1,0.0001635427
4269859_1,0.0001635060
24896189_5,0.0001631903
4118591_3,0.0001630345
24838958_5,0.0001630015
3964301_1,0.0001629370
6015252_2,0.0001628391
24345379_1,0.0001628053
9248951_5,0.0001626232
18757248_5,0.0001621701
17624_1,0.0001618323
21438227_5,0.0001614801
16003085_1,0.0001612777
18785669_5,0.0001612378
1490939_1,0.0001611097
25408905_5,0.0001601456
24602057_1,0.0001597300
3692540_1,0.0001596711
6173267_1,0.0001595665
21371635_5,0.0001595280
224997_4,0.0001595198
6684523_4,0.0001594934
18667186_3,0.0001593158
19399955_3,0.0001592341
24656495_5,0.0001591591
9060184_2,0.0001590624
7618492_5,0.0001589332
1986095_1,0.0001584436
4915246_1,0.0001584334
5678239_2,0.0001582839
3722827_5,0.0001581238
4896654_4,0.0001580975
8226393_1,0.0001580239
11535477_4,0.0001577887
21373756_5,0.0001576125
18030009_5,0.0001573208
18031316_5,0.0001571940
7579006_5,0.0001570422
2559058_5,0.0001568562
5134482_1,0.0001568545
6003343_2,0.0001564978
3499461_1,0.0001564550
26957947_1,0.0001563718
9334257_3,0.0001562904
17906807_5,0.0001561938
9596914_3,0.0001561483
267464_4,0.0001557205
767911_4,0.0001556849
5709701_2,0.0001555888
6662922_4,0.0001553557
2698033_1,0.0001553477
5755383_3,0.0001553322
22019128_3,0.0001551184
272990_4,0.0001543139
13216835_2,0.0001536839
5197143_1,0.0001535064
1513403_2,0.0001534891
8369743_1,0.0001534491
7510843_5,0.0001533819
1924957_3,0.0001533564
13661734_2,0.0001529106
25179376_5,0.0001527706
7658260_1,0.0001527053
10559147_2,0.0001526895
17716826_4,0.0001520084
16839964_2,0.0001519921
29630787_1,0.0001519570
26700920_5,0.0001518469
7379199_5,0.0001516695
2800219_4,0.0001515758
9761517_2,0.0001514046
1195040_4,0.0001514043
14631893_2,0.0001510832
21242453_5,0.0001509000
3849102_3,0.0001508846
6164481_1,0.0001508242
3091294_1,0.0001508123
5740792_2,0.0001508000
5725659_2,0.0001504564
13272302_2,0.0001502351
26606692_5,0.0001501120
9197195_3,0.0001500287
466354_4,0.0001499570
4774476_4,0.0001494394
7825968_5,0.0001492470
7644730_5,0.0001490941
2391593_3,0.0001486981
14290763_2,0.0001484089
3457256_1,0.0001482217
13149958_2,0.0001481303
13575643_2,0.0001480430
27101390_1,0.0001479215
18165761_2,0.0001479188
1587103_3,0.0001478352
3244572_1,0.0001478290
10917068_2,0.0001477380
21264032_5,0.0001474831
18268211_4,0.0001471935
23304520_5,0.0001470866
13820200_2,0.0001470289
6876147_4,0.0001469605
18534454_5,0.0001468795
21397824_5,0.0001468744
16734464_2,0.0001466332
7675221_5,0.0001459132
20130776_5,0.0001453710
26002965_5,0.0001448566
26475294_1,0.0001445821
11496466_4,0.0001441338
16279882_5,0.0001440044
10520950_2,0.0001436365
16309737_4,0.0001435956
15974912_2,0.0001435511
6152414_1,0.0001430999
26758758_5,0.0001430928
1976017_5,0.0001430287
5465287_1,0.0001426769
11497898_4,0.0001426403
7527779_5,0.0001423668
26936668_5,0.0001423204
219919_4,0.0001421419
9934017_4,0.0001420500
5667430_2,0.0001420415
9239633_5,0.0001417274
13520262_1,0.0001417003
782213_5,0.0001415882
2701506_1,0.0001411046
2565259_4,0.0001410731
19938082_1,0.0001410253
282225_4,0.0001408296
26712017_5,0.0001407793
9419292_2,0.0001406936
17296440_2,0.0001406081
208388_4,0.0001405492
10498764_2,0.0001403427
4353764_1,0.0001401578
10513207_2,0.0001401319
4930217_1,0.0001399509
22454324_3,0.0001399158
13631973_4,0.0001399021
3170090_5,0.0001398805
17559730_4,0.0001397753
6682748_4,0.0001396883
3160969_5,0.0001394816
27100139_1,0.0001389217
25591953_5,0.0001388497
7685615_5,0.0001386473
5324316_1,0.0001385157
585122_1,0.0001385147
4605402_4,0.0001378850
14363847_2,0.0001377241
14749074_2,0.0001375931
6482795_4,0.0001373142
5707901_2,0.0001372269
7869335_5,0.0001369534
19394565_3,0.0001367122
13678482_2,0.0001366813
11690144_2,0.0001364487
13680974_2,0.0001363398
5459875_1,0.0001362379
1516081_3,0.0001361529
7429324_1,0.0001359795
3101676_1,0.0001357535
2906481_2,0.0001356225
17300363_2,0.0001352446
22042139_3,0.0001352265
14678870_2,0.0001350434
1269808_4,0.0001349143
30280440_1,0.0001347677
6635565_1,0.0001347257
532945_1,0.0001344145
5733986_2,0.0001343685
8630729_5,0.0001343260
7315668_4,0.0001342604
19390708_5,0.0001341846
497146_4,0.0001341571
5895457_2,0.0001341366
3198696_5,0.0001340923
21352507_1,0.0001336424
10573497_2,0.0001336401
18575370_5,0.0001335491
217250_4,0.0001335212
13649855_4,0.0001327302
29309217_1,0.0001326708
22016752_3,0.0001326357
2368936_1,0.0001321823
2357179_1,0.0001321415
13306406_2,0.0001319914
11135505_2,0.0001319609
4607311_4,0.0001319394
6493177_4,0.0001318604
247215_4,0.0001317352
29070607_1,0.0001316008
22877320_5,0.0001315673
13836147_2,0.0001313879
13421114_2,0.0001312734
12697708_4,0.0001310859
10645443_2,0.0001310557
6844786_2,0.0001309709
16810313_4,0.0001309055
5388709_3,0.0001308174
1642219_2,0.0001307952
6985614_4,0.0001307708
27113789_1,0.0001305235
26887619_1,0.0001304737
5661489_2,0.0001304377
4916480_3,0.0001304001
14328149_1,0.0001300582
22677260_5,0.0001298689
18689973_3,0.0001297804
21235493_5,0.0001297493
4796102_5,0.0001297366
13188049_2,0.0001297055
5144751_1,0.0001296814
270898_4,0.0001296160
4860333_1,0.0001295875
16023082_3,0.0001294870
7641562_5,0.0001294651
6888311_2,0.0001293269
10619291_2,0.0001292772
21434716_5,0.0001292569
9237339_2,0.0001291756
18033045_5,0.0001291342
9083800_1,0.0001291268
10124646_4,0.0001288812
7393570_5,0.0001285844
2757900_1,0.0001282674
432875_4,0.0001278836
16471873_5,0.0001278465
30180682_1,0.0001278429
826225_3,0.0001276673
5993116_2,0.0001276368
25462082_5,0.0001273338
15750682_3,0.0001269717
6968693_4,0.0001268064
29617938_1,0.0001267954
11527227_4,0.0001266793
20960275_5,0.0001264938
653147_3,0.0001263913
18573101_5,0.0001261306
27021147_1,0.0001260085
10973737_3,0.0001254762
237689_4,0.0001253971
8426881_5,0.0001249698
7653811_5,0.0001249245
18607864_5,0.0001248455
