snp_ids_standard,feat_importance_standard
1020815_2,0.0004679820
3351379_5,0.0004675692
20061049_1,0.0004669228
9357343_4,0.0004659906
9760555_3,0.0004631166
20712638_3,0.0004630417
3598068_5,0.0004569380
103969_2,0.0004556341
3718461_5,0.0004551646
17255848_2,0.0004540393
8955314_3,0.0004539865
12972713_1,0.0004537867
17884452_1,0.0004496390
8110758_3,0.0004477776
30329591_1,0.0004453080
16101932_4,0.0004397711
21422162_3,0.0004371232
18179587_1,0.0004366574
12620637_2,0.0004365696
5995945_3,0.0004350057
9473318_5,0.0004324443
8588076_1,0.0004313609
17624849_5,0.0004305412
2943429_1,0.0004301656
17272553_2,0.0004295881
14012662_3,0.0004293455
10791411_1,0.0004280305
14360050_3,0.0004275373
9044600_5,0.0004275092
1117658_4,0.0004274648
18805089_5,0.0004260145
3780505_2,0.0004254863
12951864_3,0.0004244821
11605883_2,0.0004210549
13170255_3,0.0004208557
17220117_3,0.0004205623
17908109_5,0.0004203390
7117792_3,0.0004199786
17417576_2,0.0004199175
13700857_1,0.0004193459
29616310_1,0.0004188038
3889047_2,0.0004186365
19667762_2,0.0004166297
15781752_3,0.0004143213
6934192_3,0.0004141704
3161637_5,0.0004136348
12058088_5,0.0004135546
11565076_5,0.0004131209
17292874_2,0.0004123173
29361469_1,0.0004117793
11642402_4,0.0004112471
6392190_2,0.0004111545
23209698_1,0.0004108372
14956304_3,0.0004088208
8318859_2,0.0004082019
16857586_1,0.0004063945
12227673_1,0.0004054951
16069781_3,0.0004031711
8735726_5,0.0004030587
4280384_3,0.0004023774
9934219_5,0.0004018744
18474318_4,0.0004004619
11196232_1,0.0004000899
22183177_5,0.0004000378
8386562_1,0.0003979219
3897729_3,0.0003973218
17522233_1,0.0003973031
25695759_1,0.0003972812
5727758_4,0.0003968723
16408069_1,0.0003958028
25335500_5,0.0003924284
6893311_5,0.0003907475
13876802_3,0.0003901378
18420563_5,0.0003894529
5858239_5,0.0003893877
16390736_4,0.0003890774
7211379_4,0.0003870022
15062415_5,0.0003865415
28964088_1,0.0003855176
20001756_1,0.0003854539
17158778_5,0.0003845182
10501494_5,0.0003832761
1673145_4,0.0003824364
1928604_4,0.0003822717
26505694_5,0.0003800769
5891487_5,0.0003798968
15626073_1,0.0003797780
16689825_4,0.0003757795
9057198_2,0.0003755700
29054816_1,0.0003745053
8663001_5,0.0003726452
15827782_3,0.0003720899
14230755_5,0.0003710267
12415583_3,0.0003687769
19463245_1,0.0003663735
19022492_1,0.0003662516
25331378_5,0.0003657414
17325165_2,0.0003657356
26392859_1,0.0003653078
12471031_1,0.0003650509
1791199_2,0.0003642839
9169488_3,0.0003622506
18027951_5,0.0003612708
10104794_4,0.0003607937
21157498_3,0.0003599562
6955754_4,0.0003594869
152834_2,0.0003589395
357892_2,0.0003587813
10742965_4,0.0003583436
18018849_4,0.0003572144
17617484_3,0.0003563447
22026268_3,0.0003555612
23795892_1,0.0003550272
12315544_1,0.0003539454
11048746_3,0.0003533610
5907448_1,0.0003532067
6157509_4,0.0003496118
10471819_4,0.0003493975
19740556_5,0.0003492088
9530228_4,0.0003486915
144648_5,0.0003480476
9460658_2,0.0003469941
18852708_5,0.0003458905
9079956_1,0.0003444527
8174090_4,0.0003431775
27073812_1,0.0003427457
17129152_5,0.0003415730
18159229_1,0.0003393033
3407635_5,0.0003383712
24098790_1,0.0003373642
7156309_2,0.0003362921
18832913_3,0.0003362650
80692_3,0.0003356692
6477354_4,0.0003346440
3242651_5,0.0003342048
25988403_1,0.0003332369
15525514_3,0.0003327898
8406382_5,0.0003317522
18653186_5,0.0003304570
14118000_4,0.0003283367
10471661_3,0.0003283017
16233135_3,0.0003271131
256998_5,0.0003264773
23149047_1,0.0003261819
6776871_5,0.0003242195
17706319_1,0.0003235208
6711460_3,0.0003233436
13792432_5,0.0003229041
5972714_3,0.0003218395
12810220_3,0.0003195764
11742588_3,0.0003187953
6556104_2,0.0003171848
10510544_4,0.0003167625
11785048_1,0.0003162938
27713637_1,0.0003159967
6422744_5,0.0003159384
1840467_3,0.0003154513
17212337_3,0.0003148001
21679505_1,0.0003142298
2978310_1,0.0003127994
12645253_5,0.0003127749
9468141_1,0.0003123067
24441730_1,0.0003118425
14579925_5,0.0003115544
12597075_1,0.0003115019
5406086_4,0.0003110882
7522775_4,0.0003104190
28398913_1,0.0003090956
5600234_2,0.0003084292
4856795_1,0.0003073971
8041425_5,0.0003070454
22336566_5,0.0003058503
14334399_1,0.0003056307
5531447_4,0.0003052656
4199412_5,0.0003048340
10197095_5,0.0003026859
29358962_1,0.0003023983
14323749_5,0.0003014579
4218162_5,0.0003013341
22946148_1,0.0003010549
13418038_5,0.0003005139
4970046_2,0.0002987907
10047416_5,0.0002987851
16888998_5,0.0002985331
27334286_1,0.0002983388
3086249_1,0.0002976794
16200888_1,0.0002965808
12247538_1,0.0002960586
2873637_5,0.0002958123
7274841_4,0.0002951203
10431951_3,0.0002947439
2039445_3,0.0002946541
15901282_3,0.0002939879
4867868_1,0.0002926924
19647513_1,0.0002915549
7792808_5,0.0002914284
16235890_3,0.0002910554
5084068_2,0.0002910337
2671074_3,0.0002909161
23274203_1,0.0002899945
17547095_5,0.0002896116
13867040_1,0.0002880037
926579_5,0.0002878272
10439306_4,0.0002863673
13872834_5,0.0002861780
14587547_5,0.0002858938
16219306_3,0.0002851170
9028625_2,0.0002848287
15360000_4,0.0002830153
23715721_1,0.0002817250
7433415_2,0.0002816884
2218852_5,0.0002804809
5323138_5,0.0002799241
17027443_3,0.0002798713
277659_1,0.0002796096
15644950_3,0.0002795763
12618054_5,0.0002779113
7403253_1,0.0002761765
18637489_3,0.0002757270
852508_5,0.0002751640
7434751_5,0.0002751067
26501368_5,0.0002743980
10656042_4,0.0002743458
14038866_3,0.0002738848
6998354_3,0.0002729516
13934615_3,0.0002723783
15300053_3,0.0002714179
7052079_5,0.0002705228
21831229_5,0.0002702232
12721957_5,0.0002694927
7120804_3,0.0002691397
16692842_2,0.0002691344
20906493_5,0.0002687686
6701250_1,0.0002684641
4613145_5,0.0002683695
27050841_1,0.0002676818
642040_5,0.0002671516
16190558_3,0.0002668572
18164299_1,0.0002667704
2804058_4,0.0002664497
10100044_4,0.0002660284
1779238_4,0.0002659430
17667527_5,0.0002649990
986573_2,0.0002649758
13208768_1,0.0002642168
16069499_4,0.0002640499
18009184_4,0.0002636490
5458722_4,0.0002624077
18347253_5,0.0002621758
21584200_3,0.0002615858
13038460_4,0.0002597250
24909643_1,0.0002590963
13524622_1,0.0002583910
2752155_1,0.0002581957
17961951_1,0.0002580148
28516097_1,0.0002578341
18050325_3,0.0002578262
22519565_1,0.0002572912
7725461_1,0.0002569471
752598_2,0.0002566571
10601422_1,0.0002559555
11845044_4,0.0002554802
9308477_2,0.0002549593
4216822_5,0.0002542042
13046135_4,0.0002537009
7079049_3,0.0002536792
5395677_1,0.0002536137
14282493_3,0.0002536041
23279944_1,0.0002532188
16136908_2,0.0002531786
6992130_1,0.0002530216
15790150_2,0.0002520985
16914474_1,0.0002516666
2943031_2,0.0002506865
7208813_4,0.0002504649
15021920_2,0.0002498328
17424710_2,0.0002488343
4973693_5,0.0002482746
6030315_5,0.0002477323
19440380_5,0.0002476569
2237321_1,0.0002475301
3091093_4,0.0002465713
6520341_4,0.0002461497
12427435_3,0.0002449710
1919033_5,0.0002440545
10105689_5,0.0002439425
20823499_1,0.0002431542
24728586_1,0.0002427556
16480365_3,0.0002426768
21518651_1,0.0002421930
13893747_3,0.0002416788
14386326_3,0.0002413790
983289_3,0.0002410880
14265976_2,0.0002409273
18664972_5,0.0002407540
13002795_2,0.0002403162
8988594_1,0.0002403119
13881086_4,0.0002401400
11016778_4,0.0002399879
9666785_4,0.0002398535
12496564_1,0.0002398519
9171220_3,0.0002392079
16864262_2,0.0002389859
15354085_5,0.0002388722
2634213_4,0.0002386584
11998788_4,0.0002384953
8219204_3,0.0002374411
21434716_5,0.0002370754
7899385_4,0.0002362163
11606834_1,0.0002359036
16324390_5,0.0002358524
11698808_3,0.0002350663
17069154_3,0.0002350461
11623952_5,0.0002349638
7483189_5,0.0002349581
13161814_3,0.0002344845
15271670_3,0.0002339908
3419513_4,0.0002339323
11877785_1,0.0002336531
17199248_3,0.0002323757
30079713_1,0.0002320348
14707333_4,0.0002320060
14565999_4,0.0002312428
18923961_5,0.0002300138
22947305_1,0.0002298918
4339030_1,0.0002298706
13592316_4,0.0002297141
16672730_5,0.0002296224
17140017_2,0.0002293572
28763904_1,0.0002293266
17239273_3,0.0002290612
17626305_3,0.0002286774
6359219_5,0.0002286654
610364_1,0.0002281466
7552776_2,0.0002278939
5569240_5,0.0002274161
16319272_3,0.0002272584
6896447_5,0.0002271455
15055616_5,0.0002270393
7001746_3,0.0002268950
13616823_3,0.0002268168
1375196_2,0.0002262286
9575806_1,0.0002261939
9300651_2,0.0002257972
11763383_4,0.0002251738
9649832_4,0.0002248606
3961921_2,0.0002248112
3775494_5,0.0002247099
22358435_1,0.0002246528
14228480_5,0.0002242487
10645443_2,0.0002235049
11767796_5,0.0002234888
30414864_1,0.0002233162
23870555_1,0.0002229967
17820935_4,0.0002229644
11465665_1,0.0002222873
1553272_2,0.0002222781
11411130_1,0.0002218000
25406292_5,0.0002213840
15615754_2,0.0002208263
4092799_3,0.0002206506
16727913_3,0.0002205365
8092202_2,0.0002202660
21804379_5,0.0002202370
14174356_2,0.0002193566
16793070_5,0.0002191264
17467667_5,0.0002180685
12492604_1,0.0002178304
12014757_2,0.0002174409
12365358_5,0.0002172719
13372867_1,0.0002170415
13672029_5,0.0002170411
10432490_5,0.0002166893
11732989_4,0.0002165529
4016089_2,0.0002161935
3093106_4,0.0002150268
21831972_5,0.0002147998
16465166_1,0.0002147842
23357510_5,0.0002147266
6733645_4,0.0002146085
29102446_1,0.0002144182
13009098_5,0.0002138055
12850363_3,0.0002132731
4114255_4,0.0002124778
12086466_2,0.0002115283
24187492_1,0.0002112897
11614727_1,0.0002112626
29659542_1,0.0002109625
11144797_1,0.0002108200
6759622_1,0.0002103330
19656382_3,0.0002100298
16744492_2,0.0002099384
8697277_2,0.0002091919
16298425_4,0.0002091545
239269_1,0.0002091284
8812621_3,0.0002090641
18035926_3,0.0002089262
9174851_4,0.0002085732
8085140_5,0.0002085062
15204519_5,0.0002083397
8270753_4,0.0002078482
957321_3,0.0002073212
13150092_1,0.0002061840
18592368_3,0.0002060688
23812777_1,0.0002060545
7159603_4,0.0002058765
1533425_3,0.0002055372
5290654_2,0.0002054962
17652703_5,0.0002054554
18193102_1,0.0002052185
26734738_1,0.0002049148
26149292_1,0.0002043949
17790649_3,0.0002042844
4308940_1,0.0002038824
14047059_2,0.0002038109
4154746_4,0.0002031708
14523846_5,0.0002031008
3015209_5,0.0002030567
16384911_3,0.0002029917
18470760_1,0.0002028584
16687388_5,0.0002026201
8938323_1,0.0002025601
10587243_4,0.0002016814
26529150_1,0.0002010792
35850_4,0.0002010172
14819231_4,0.0002008901
11795736_3,0.0002000966
3039014_4,0.0001998882
11361904_3,0.0001996427
15479577_3,0.0001995554
4060342_1,0.0001994997
17969616_3,0.0001994523
10868436_2,0.0001988523
18607657_5,0.0001987347
17358874_5,0.0001986418
3197180_1,0.0001984209
10637289_4,0.0001983832
5631319_4,0.0001976469
15372850_4,0.0001976083
19924115_5,0.0001975285
6275589_2,0.0001972709
12740963_4,0.0001971212
12435507_3,0.0001963382
5153896_3,0.0001962518
12144313_2,0.0001962217
14599425_3,0.0001961377
14236722_5,0.0001951352
12815226_3,0.0001950995
9137311_4,0.0001950494
6420181_4,0.0001950480
11616528_1,0.0001945322
4264486_3,0.0001945273
21057215_1,0.0001945253
15244912_5,0.0001938782
8353997_4,0.0001935838
5520373_2,0.0001930792
12825211_2,0.0001929866
9062286_4,0.0001928591
10092697_4,0.0001927118
10714980_3,0.0001926586
10107330_1,0.0001916962
10232355_3,0.0001913161
26456453_5,0.0001912667
22656520_3,0.0001910859
7611740_4,0.0001908778
14679470_1,0.0001907226
7865364_5,0.0001906434
7638242_4,0.0001905603
9099974_2,0.0001897340
27419076_1,0.0001895203
16794117_2,0.0001894640
21407863_1,0.0001894150
5414889_2,0.0001892706
1867900_4,0.0001887231
23092132_5,0.0001886955
14232934_5,0.0001883827
11375646_3,0.0001876803
11624161_3,0.0001874553
16480678_5,0.0001872945
827684_5,0.0001871786
19228676_1,0.0001868785
11244145_1,0.0001866561
24784079_1,0.0001866496
13856863_2,0.0001865898
11263420_1,0.0001863559
22552467_1,0.0001856791
15657507_1,0.0001855427
15054478_1,0.0001852795
16724875_5,0.0001849672
16362807_3,0.0001849329
16970101_1,0.0001847922
25550178_1,0.0001846037
3921819_2,0.0001845507
5925379_4,0.0001843737
22070738_1,0.0001843553
11612061_1,0.0001834069
8145475_2,0.0001828009
18125165_1,0.0001823637
5376738_1,0.0001818669
10965089_3,0.0001816835
4760938_2,0.0001812368
18406158_5,0.0001812222
18976493_3,0.0001810305
25005719_1,0.0001809667
19323332_1,0.0001807735
8907561_4,0.0001806016
3903598_5,0.0001804827
4230125_2,0.0001802720
15349003_2,0.0001802604
21262235_1,0.0001797125
1494085_2,0.0001795531
13781317_2,0.0001794618
1694443_2,0.0001794233
8556582_2,0.0001790314
1338155_2,0.0001789137
4838661_2,0.0001785767
24384538_1,0.0001782274
3170090_5,0.0001781534
8369093_4,0.0001780018
3211211_2,0.0001779304
23371164_1,0.0001775029
14540386_2,0.0001774557
15486339_5,0.0001773564
458079_1,0.0001770331
2572664_4,0.0001767960
834615_5,0.0001767239
16111792_1,0.0001763275
10171254_4,0.0001758835
23048303_1,0.0001755706
8479367_4,0.0001753079
20757164_5,0.0001751731
2773570_3,0.0001749176
22528085_1,0.0001744687
11962155_3,0.0001744052
8037661_1,0.0001743884
3703915_2,0.0001739842
12494766_1,0.0001735435
15956341_3,0.0001734295
7223816_1,0.0001732879
1091914_4,0.0001724136
15990644_5,0.0001723784
3908568_5,0.0001723386
20844701_3,0.0001722358
9593188_4,0.0001721193
19263664_2,0.0001718023
3590670_5,0.0001716044
16570230_4,0.0001714978
14409992_4,0.0001713667
13153347_3,0.0001711096
9226057_3,0.0001710183
13030413_4,0.0001708216
17677408_4,0.0001703997
22386492_5,0.0001703607
10184004_3,0.0001700738
7368659_1,0.0001699883
13711081_5,0.0001698676
17690386_1,0.0001693701
22349244_1,0.0001689851
12946651_1,0.0001688643
17060864_3,0.0001682534
16207753_3,0.0001677080
13655702_5,0.0001675887
2520661_1,0.0001667606
13883888_4,0.0001666569
4369614_5,0.0001663414
16789311_3,0.0001661117
24424616_1,0.0001658136
12918998_2,0.0001653807
19829984_1,0.0001653690
18240983_5,0.0001651942
5303483_4,0.0001649021
19095485_2,0.0001644901
22603839_1,0.0001642361
10448124_4,0.0001640891
12569583_1,0.0001636119
15776212_3,0.0001635267
29483705_1,0.0001633180
17376085_5,0.0001631753
14995863_5,0.0001628583
13673597_3,0.0001624981
17260441_1,0.0001622181
10521790_3,0.0001622069
3222111_2,0.0001621267
19122386_3,0.0001619231
17346251_2,0.0001616011
29456816_1,0.0001612422
21262606_1,0.0001611531
24436694_1,0.0001610971
15729028_1,0.0001608188
19293021_1,0.0001607234
21229122_3,0.0001606212
13638509_1,0.0001606202
14977030_4,0.0001601481
3510434_4,0.0001595659
16806767_5,0.0001595629
1753832_3,0.0001594708
18775226_5,0.0001594646
13660540_5,0.0001591093
2790483_4,0.0001585016
22163979_1,0.0001582959
17518284_4,0.0001582529
26288228_5,0.0001581947
3575852_3,0.0001580903
11671795_2,0.0001579929
7231460_4,0.0001579210
14357651_3,0.0001574505
988704_3,0.0001574392
22489459_1,0.0001573307
9467424_4,0.0001572371
9436350_3,0.0001571942
16812938_3,0.0001567750
6568171_4,0.0001566961
23321272_1,0.0001566703
23188922_1,0.0001566656
16275483_1,0.0001566423
18460220_3,0.0001565805
11296811_5,0.0001565606
12454498_2,0.0001562491
2673450_3,0.0001562288
2731841_4,0.0001561950
9570202_3,0.0001560215
13118942_3,0.0001559994
8127848_5,0.0001558913
4459453_4,0.0001558522
1417718_4,0.0001557931
20208856_5,0.0001556330
13123100_1,0.0001553137
14281014_5,0.0001551614
16172768_3,0.0001550556
17704792_5,0.0001547405
2059969_1,0.0001545354
9680448_3,0.0001537527
9053334_4,0.0001535917
4972048_1,0.0001535413
48969_5,0.0001534646
12346921_1,0.0001532718
16407517_1,0.0001529675
7787478_1,0.0001528430
15487152_5,0.0001525796
15280123_5,0.0001524922
2033739_1,0.0001524154
1645431_1,0.0001524099
17315880_3,0.0001523921
22281862_1,0.0001523496
13095468_5,0.0001519624
18563210_5,0.0001516974
16613897_3,0.0001516702
19209284_2,0.0001513587
12570517_5,0.0001511711
7782160_4,0.0001509856
23994793_5,0.0001504175
17783091_1,0.0001501882
