sim_id,type,snp_id,beta
sim15,background,8060451_3,-0.1588408671505999
sim15,background,13171078_4,-0.0617284354863533
sim15,background,2311077_4,0.0252720672275171
sim15,background,23268582_5,-0.0097039523859136
sim15,background,24504345_5,0.0355268399645675
sim15,background,6526895_1,0.1179622224175344
sim15,background,16180310_3,0.1516522766150645
sim15,background,9205235_3,-0.0045368329815269
sim15,background,18149868_5,0.1038486319204261
sim15,background,3286267_3,-0.1724910841336557
sim15,background,2739972_4,-0.1618976506401747
sim15,background,3998766_1,-0.0188003847240575
sim15,background,23134949_1,-0.0621716720450387
sim15,background,10326801_4,-0.0675056808585091
sim15,background,4090027_2,-0.0704956105276356
sim15,background,16691721_4,0.0944649513957942
sim15,background,25913523_1,-0.1183062761458125
sim15,background,2807630_3,0.0738856515537579
sim15,background,3378184_5,0.0101150494304744
sim15,background,18342923_5,0.0533637687034391
sim15,background,24722313_1,0.0060872113059403
sim15,background,3981401_2,0.147952361155937
sim15,background,8030704_2,-0.0135206712663897
sim15,background,652707_4,-0.0163290865917922
sim15,background,16651865_3,0.1402861343508419
sim15,background,9506651_3,0.2000366156212696
sim15,background,14188919_5,-0.2569424437619688
sim15,background,15488820_1,0.0713867057059664
sim15,background,20013176_3,0.0294143322224423
sim15,background,25932173_1,0.0446982934951366
sim15,background,7961557_4,0.1382255107556178
sim15,background,5805246_4,0.0458063407501163
sim15,background,23749715_1,-0.0496592530170337
sim15,background,15634801_4,0.0530479223920486
sim15,background,13363424_3,-0.1032569880498051
sim15,background,2220715_2,0.0292436900311966
sim15,background,17827256_5,0.0006262678019743
sim15,background,26242887_1,-0.0679088411873755
sim15,background,16309140_3,-0.0377525617049333
sim15,background,2302485_4,-0.052447167684185
sim15,background,12949235_5,0.0591146132674433
sim15,background,9544891_3,0.2188321756953176
sim15,background,17580566_5,0.0649981593787186
sim15,background,14697454_3,-0.1045299698252446
sim15,background,12241707_3,-0.0586988923709713
sim15,background,5054180_5,-0.1037439876673058
sim15,background,17626402_5,0.0806252421621303
sim15,background,502142_3,0.0267487288462794
sim15,background,23261687_1,0.0792285578848825
sim15,background,9475913_5,0.054144142295448
sim15,background,13825252_5,-0.052067536512653
sim15,background,11559236_2,-0.0852975226845383
sim15,background,11979859_3,0.1583332628335185
sim15,background,6655937_1,0.0539178985992529
sim15,background,528214_5,-0.0068424303993323
sim15,background,9612421_5,0.0167837061922377
sim15,background,6399867_2,-0.2822188112390633
sim15,background,1445867_4,-0.2251840290538498
sim15,background,15618361_4,-0.0371154874625501
sim15,background,17188485_1,0.0600115280926323
sim15,background,17833995_1,-0.1161708625149735
sim15,background,17588719_3,-0.1051288548308376
sim15,background,2773683_5,0.034848293504406
sim15,background,16171932_1,0.1113786541103517
sim15,background,5187866_1,-0.138384695723765
sim15,background,11143111_4,-0.0331955696251921
sim15,background,6459240_4,-0.0353624738794402
sim15,background,8177668_1,0.1131377251287317
sim15,background,5517414_3,0.0674530007719825
sim15,background,9033017_2,-0.0262942761378526
sim15,background,16632077_1,-0.1148981505386096
sim15,background,1656042_5,-0.1821460729639437
sim15,background,9975365_3,0.0012492298838766
sim15,background,15141271_5,-0.0403124002737512
sim15,background,1489801_5,-0.0222890688790835
sim15,background,3155440_2,0.0833934951599357
sim15,background,13637640_3,-0.0653908306769767
sim15,background,9957870_5,-0.0710233930272578
sim15,background,10508784_4,0.0965740089509006
sim15,background,22850104_1,-0.0115768723226942
sim15,background,26405817_5,0.1686954745029736
sim15,background,15167438_5,0.0637729631698693
sim15,background,2923619_2,0.0011977782349387
sim15,background,22221278_3,0.1361727805564349
sim15,background,13852100_1,0.0035579820182644
sim15,background,26158343_1,-0.1130446460155796
sim15,background,11124336_4,-0.0290625012971309
sim15,background,24213495_1,-0.0664458149250728
sim15,background,2576780_3,0.0863162251086534
sim15,background,27440462_1,0.0533849204903324
sim15,background,21395229_1,-0.1020436399994909
sim15,background,18154285_5,-0.129413189995164
sim15,background,10562063_4,-0.2106813378179164
sim15,background,9274961_5,-0.1223597720006292
sim15,background,13480288_1,0.1277099618664523
sim15,background,7066147_4,0.0628060447440861
sim15,background,21054400_1,-0.1652878239189903
sim15,background,957321_3,0.1004904258094874
sim15,background,12499323_1,-0.0463382453211481
sim15,background,16378000_4,0.0290726001993545
sim15,background,22001513_5,-0.0929231806377818
sim15,background,6714811_2,-0.0865856692815907
sim15,background,24284075_1,-0.0511061018119012
sim15,background,19385747_3,0.0525180137179427
sim15,background,4980574_4,-0.0269516852840436
sim15,background,9739590_3,-0.244152751135242
sim15,background,3581093_3,0.0866897616794868
sim15,background,9406593_1,0.2129201555849217
sim15,background,18590170_3,0.012301631077709
sim15,background,23901230_5,0.0016874886840851
sim15,background,22946581_1,-0.0184573597423359
sim15,background,5098793_4,-0.0252760736146904
sim15,background,1562581_4,0.0150544547188006
sim15,background,1339687_2,0.1038793675247559
sim15,background,11042645_5,-0.0534979304723499
sim15,background,18768488_5,-0.0362825875543842
sim15,background,13705151_5,0.1637753481697306
sim15,background,12207567_5,0.0890781537424957
sim15,background,17524301_5,0.120740608091251
sim15,background,12454205_2,0.0516939187381581
sim15,background,7235580_4,-0.0485071262649774
sim15,background,18571247_3,0.1914759946531344
sim15,background,14342395_4,-0.1611777766279083
sim15,background,24433383_1,0.022071699965375
sim15,background,7470856_4,0.1228509318647927
sim15,background,16056708_1,-0.3037528458876184
sim15,background,21412638_1,0.0348841291935407
sim15,background,1381381_4,0.1272784607039485
sim15,background,7333513_2,-0.1609281617074471
sim15,background,8854958_4,0.1145265021006451
sim15,background,20904894_3,0.0310852727829242
sim15,background,472802_4,0.0539803670935287
sim15,background,15042253_2,0.0458729924386582
sim15,background,24784079_1,0.1393001441769934
sim15,background,17429397_3,0.0458185114978395
sim15,background,18096535_1,0.0148388479041198
sim15,background,10808675_4,-0.0431320102940971
sim15,background,6289678_4,-0.1645641385494626
sim15,background,25369315_1,0.0028636141675936
sim15,background,6098574_4,0.1753387998032156
sim15,background,29984370_1,-0.047395456752443
sim15,background,21310122_1,-0.0528716828436784
sim15,background,26543844_5,-0.0893905341619738
sim15,background,13873082_3,-0.1453434690309733
sim15,background,13374323_1,0.2056499062016983
sim15,background,2304938_3,0.0853604836468941
sim15,background,9633997_3,0.0785445792449474
sim15,background,353124_2,-0.0230635360525651
sim15,background,9447493_5,0.0157958232570087
sim15,background,3542029_1,-0.0653952166469628
sim15,background,6160847_3,-0.1136903158082763
sim15,background,16700939_1,-0.0052006488983816
sim15,background,11401951_2,0.1867124038773972
sim15,background,23105000_1,0.0444636388671585
sim15,background,23894363_1,0.1806689311903065
sim15,background,9978633_5,0.1217218813242897
sim15,background,2720605_5,-0.0536003478065357
sim15,background,15150469_5,0.1715486380174279
sim15,background,7280818_4,0.0117340251841725
sim15,background,22895066_1,0.0340106006139784
sim15,background,4954910_2,0.1410387770010722
sim15,background,15854194_3,0.0458698999836676
sim15,background,7267590_4,0.0477628639230869
sim15,background,6403929_2,0.1231168821165094
sim15,background,4082805_4,-0.0761726245058202
sim15,background,16495915_1,-0.1014158330186257
sim15,background,9844928_3,-0.0021950949723965
sim15,background,13568397_5,-0.0323663223796441
sim15,background,5867563_1,0.061990574133665
sim15,background,15707763_4,-0.0971441259823346
sim15,background,6332328_2,-0.0852630423953335
sim15,background,18133408_5,-0.1979747294749975
sim15,background,9659186_5,-0.0807083368920257
sim15,background,17952737_5,0.0167841524319279
sim15,background,10928213_3,-0.0222826212064176
sim15,background,12401988_5,0.1127323679675258
sim15,background,8624188_3,-0.1118745863823739
sim15,background,22718594_5,0.0857014321660675
sim15,background,16896720_5,-0.1187245170499562
sim15,background,2126211_5,0.0599541575572411
sim15,background,14808812_5,0.067900515235685
sim15,background,4487283_2,0.0849275730817519
sim15,background,4090385_4,-0.0342893328322441
sim15,background,1895342_4,0.1820587467472944
sim15,background,14109375_5,0.0794851558376208
sim15,background,21329363_3,0.1242963482821284
sim15,background,1457497_4,0.0107982247098346
sim15,background,13834271_5,-0.0309480472640079
sim15,background,11442072_3,0.0345934548117404
sim15,background,16068210_4,-0.1575540597600598
sim15,background,1509997_4,-0.0098158334492053
sim15,background,9575806_1,-0.2228651855820044
sim15,background,1368073_3,-0.110841738956078
sim15,background,6995551_2,-0.0261996635163113
sim15,background,10141311_3,0.044073286439677
sim15,background,10848029_1,0.0121082537520131
sim15,background,17035180_5,0.1310680999581149
sim15,background,3884209_1,-0.1452309230597327
sim15,background,13171129_1,-0.0678473217114397
sim15,background,1597217_2,0.1080674623141871
sim15,background,6257620_2,-0.2274581860853586
sim15,background,9762170_1,-0.1282461915661682
sim15,background,2893549_4,0.2170272524591074
sim15,background,11416095_5,-0.0218161382163861
sim15,background,8902961_4,0.0372615994718353
sim15,background,17094259_4,-0.0351248266516241
sim15,background,23811418_1,0.0749555337433392
sim15,background,3414352_4,0.062364389302375
sim15,background,25747125_1,-0.0004210336697701
sim15,background,23496223_1,0.1486618098382231
sim15,background,1546131_2,0.1559144534823229
sim15,background,2586390_4,0.0993788788113663
sim15,background,17437485_2,-0.0472705818327076
sim15,background,15239781_5,-0.1024482466257466
sim15,background,10535049_5,-0.0665416007041299
sim15,background,18972820_2,0.1706713553736404
sim15,background,15858750_1,-0.1556131612937902
sim15,background,11492771_3,-0.0971796146768259
sim15,background,12965938_2,-0.1469664617282218
sim15,background,1155177_2,-0.0681623839193178
sim15,background,8204372_3,-0.0439021047138501
sim15,background,12957607_3,0.0461226156169649
sim15,background,16360920_5,0.165013003752655
sim15,background,4830517_1,0.0501008093719515
sim15,background,21114158_1,0.0255341891795368
sim15,background,9307591_3,0.1277197296330369
sim15,background,25107807_5,0.1968821954026279
sim15,background,11974193_4,-0.0508750752541854
sim15,background,6588619_4,0.0135495680140124
sim15,background,10507222_1,0.1924913946249383
sim15,background,9953151_5,-0.0027618685292975
sim15,background,18170392_5,-0.0615275610201363
sim15,background,10617274_4,0.1180094224643303
sim15,background,6733496_4,-0.0459768824451938
sim15,background,10243399_4,0.1206516254120397
sim15,background,26707891_1,0.0182140685495627
sim15,background,6463716_5,0.1635275782874147
sim15,background,6507653_4,-0.1822681960972986
sim15,background,17293366_1,-0.0613212557160444
sim15,background,9013356_5,-0.1201074115761313
sim15,background,15522081_2,-0.1385242709404629
sim15,background,9049935_5,-0.0888926885937114
sim15,background,17666599_1,-0.2451134811466085
sim15,background,6676968_3,-0.0595867860826145
sim15,background,18174455_4,0.0272873658041665
sim15,background,22817039_1,-0.1747828580566702
sim15,background,15446339_3,-0.027672816338421
sim15,background,8716191_5,-0.0341325295489853
sim15,background,6117396_5,-0.1561037054036474
sim15,background,6888664_5,0.1543068033617728
sim15,background,13579223_3,0.0190827395134573
sim15,background,12529088_2,-0.1504255070484944
sim15,background,3075602_1,-0.0523828689643111
sim15,background,7240584_2,0.0672085573770135
sim15,background,17288932_5,0.0067347702533445
sim15,background,11683214_4,0.1119794258664807
sim15,background,15126186_3,-0.0195217235865723
sim15,background,9905000_5,-0.0375226306547721
sim15,background,13024552_5,0.1542055596342119
sim15,background,17737948_5,-0.1353158584753436
sim15,background,14926738_1,-0.0466282215424636
sim15,background,7483189_5,-0.0959186840358645
sim15,background,1917601_2,0.1626191416330358
sim15,background,14000371_5,0.0342424043804942
sim15,background,10090613_4,0.1446451258533066
sim15,background,21379374_1,-0.1700397528474415
sim15,background,14043818_3,0.1813544386701118
sim15,background,13491174_5,-0.1793300459702171
sim15,background,21863691_1,0.0608604608623322
sim15,background,20389997_1,0.1255475701066081
sim15,background,15582315_2,-0.0512209262397589
sim15,background,18584569_3,0.2676385625584105
sim15,background,12340557_1,0.1016803650845865
sim15,background,26709451_5,0.1389032756668379
sim15,background,4711782_5,0.0457886556855775
sim15,background,21098127_3,0.0304968684187309
sim15,background,6956831_4,0.1331835756049389
sim15,background,1757089_4,0.0458708411040353
sim15,background,3349851_1,-0.0787890297505608
sim15,background,7535127_4,0.0484096689784252
sim15,background,13405445_4,-0.0899181977670681
sim15,background,7746685_5,0.0134354030804454
sim15,background,8448232_5,-0.0917390924332824
sim15,background,10563290_4,0.0723257206424589
sim15,background,22008499_3,0.1285914642674856
sim15,background,367419_4,0.1061832884361175
sim15,background,8531583_5,-0.1066117291314717
sim15,background,18233630_1,0.0539212871974499
sim15,background,16786340_5,-0.0855622949003214
sim15,background,2614881_4,0.0386341861760202
sim15,background,6479955_2,0.0186725096670386
sim15,background,22204268_3,0.1127864525628723
sim15,background,8238344_1,-0.0222070072406793
sim15,background,15086962_3,0.0078705948232689
sim15,background,16986927_3,-0.0550498802175947
sim15,background,13737062_4,0.1511081407922215
sim15,background,5396995_3,-0.0510375037558605
sim15,background,13326119_3,0.0640108026803787
sim15,background,10978533_5,0.0660816687436777
sim15,background,13101482_3,0.1035156080381912
sim15,background,16964509_1,-0.1005341522358463
sim15,background,11349938_1,-0.0893855201937469
sim15,background,1204781_5,0.0439967877810849
sim15,background,12621207_1,-0.0141250609854232
sim15,background,8007987_5,0.0314850206728664
sim15,background,740_3,0.0050087898531145
sim15,background,1100093_1,-0.0315213952490315
sim15,background,8562445_5,0.0041364103048831
sim15,background,28144674_1,0.1184920024777086
sim15,background,20144246_1,-0.1027522129195856
sim15,background,19231920_1,0.1052591382152406
sim15,background,7336109_1,0.0564404200255046
sim15,background,533537_4,0.0073147324897759
sim15,background,9140674_1,-0.1192452325763695
sim15,background,13661110_2,0.0752344012987678
sim15,background,10318667_3,-0.0913657203218978
sim15,background,18102824_5,0.0588768275492832
sim15,background,14098413_3,-0.1261947356489127
sim15,background,23451472_1,-0.0395984474256421
sim15,background,6505762_4,-0.0424487934980281
sim15,background,8445864_3,-0.0471174427135665
sim15,background,1174716_2,0.0466071887071056
sim15,background,1923937_1,-0.0544022485868308
sim15,background,12749673_4,0.0645484109688
sim15,background,9862050_3,-0.1099136348194079
sim15,background,13412174_1,-0.0818593640665498
sim15,background,17258207_1,0.1020724269833501
sim15,background,10614452_4,0.2161401604277291
sim15,background,7175655_4,0.1285322649508243
sim15,background,19624087_1,0.0058740641301712
sim15,background,7876306_2,-0.072805286706291
sim15,background,9597238_4,-0.0692422944407555
sim15,background,22175545_1,-0.0749013639287876
sim15,background,6126367_4,-0.2666067821802361
sim15,background,16207753_3,0.0429608490007825
sim15,background,13412588_1,-0.0394253476487639
sim15,background,15074201_2,-0.1017341812049011
sim15,background,2592940_2,-0.1430397977466887
sim15,background,5793945_1,-0.0058406796674605
sim15,background,9235672_5,-0.0495404795422601
sim15,background,1138874_3,0.0370112149834497
sim15,background,24571585_1,-0.025676656896955
sim15,background,12383441_3,0.0537217826974956
sim15,background,30162672_1,-0.0966758753691569
sim15,background,1062798_2,-0.0297971858432086
sim15,background,12444267_3,-0.2109305104043968
sim15,background,12511372_3,-0.020588190347661
sim15,background,10865102_3,-0.1907741106331612
sim15,background,6640484_4,0.1149434390248981
sim15,background,3328457_4,-0.0235805188688288
sim15,background,24929950_1,-0.0221758307119614
sim15,background,24044934_5,-0.0770039149096272
sim15,background,7915234_1,0.1364197787376355
sim15,background,13188049_2,0.0963686071001571
sim15,background,2790330_5,-0.0471709741145966
sim15,background,5850771_4,-0.0086617821565656
sim15,background,16078843_1,-0.0659208205886203
sim15,background,15490453_3,-0.0024672855692191
sim15,background,12740124_3,0.098197130063204
sim15,background,3904963_2,-0.0550181276611556
sim15,background,17563842_1,0.1238107903952242
sim15,background,5897162_1,-0.1001876218346947
sim15,background,23520352_5,-0.0045511393453957
sim15,background,702605_5,0.0984691120679638
sim15,background,13242323_4,0.0609628134880535
sim15,background,24977535_1,-0.2131502785023137
sim15,background,8521057_4,-0.0698490012235046
sim15,background,23915722_1,-0.039919706129902
sim15,background,24534477_1,0.0132644702552669
sim15,background,23832161_1,-0.0748277321236255
sim15,background,20478922_5,-0.1066868538132449
sim15,background,1964027_3,0.051122890816321
sim15,background,6992203_2,0.1006434822224675
sim15,background,7046275_5,0.0491705996075845
sim15,background,360848_4,0.1933699958039643
sim15,background,16530447_1,-0.1372674165766817
sim15,background,26040134_5,-0.0817216925448335
sim15,background,9384420_5,-0.0052293097344326
sim15,background,15194636_2,-0.0745285855606271
sim15,background,4996568_2,-0.0505620162388173
sim15,background,9673006_5,-0.1508115480633545
sim15,background,2946322_5,-0.0839183382798724
sim15,background,13586250_4,-0.0364059692794714
sim15,background,18787205_3,-0.0985630771481731
sim15,background,14073910_4,-0.096363978449586
sim15,background,13467656_1,0.0575723779406496
sim15,background,24625895_1,-0.0018420680316862
sim15,background,19186979_3,0.0232217360478967
sim15,background,4411284_4,-0.0737832829436597
sim15,background,11497655_1,-0.0769342231859959
sim15,background,12058088_5,0.0506763938463758
sim15,background,24438487_5,0.1627036472679626
sim15,background,20699728_1,0.1396916452220374
sim15,background,22530703_1,0.0702010438773734
sim15,background,11744971_3,-0.0658393775694273
sim15,background,13463761_3,-0.0638141129050704
sim15,background,22352243_3,0.0245191949803125
sim15,background,8344037_5,-0.0076276001333071
sim15,background,4236524_2,-0.1076884461285538
sim15,background,17565855_2,-0.0278425694479648
sim15,background,7382441_1,-0.0907414076644461
sim15,background,677725_2,-0.0787306679059632
sim15,background,18076562_2,0.1390200401142053
sim15,background,7355553_5,-0.0370039226822272
sim15,background,6968693_4,-0.115869975308455
sim15,background,18018045_4,0.0091097536790517
sim15,background,13441463_4,-0.0399339458024778
sim15,background,9709474_3,-0.0401191620032431
sim15,background,24849657_1,-0.0985275579392656
sim15,background,14658931_3,0.0243285879893375
sim15,background,25590517_1,-0.1018366532609286
sim15,background,637202_2,0.0597989046681159
sim15,background,661067_5,0.0662447793796951
sim15,background,4124220_4,0.0185462613782579
sim15,background,7972563_3,-0.0467219650767278
sim15,background,22902208_1,0.114065944919832
sim15,background,25748466_5,-0.0185023783910503
sim15,background,22866664_1,0.1894630227795266
sim15,background,101930_5,-0.0136913382838481
sim15,background,14500953_1,0.0570414709915371
sim15,background,6661065_1,0.1934356185013334
sim15,background,4296070_2,-0.0101789641358199
sim15,background,10220918_5,-0.0896999557239482
sim15,background,4982018_3,0.0940048986583912
sim15,background,18762433_1,-0.0154015890581019
sim15,background,10925315_2,0.0714334411688025
sim15,background,11498937_3,0.1177560971096026
sim15,background,8868239_4,0.0998769530651469
sim15,background,6541732_2,-0.0366343205553848
sim15,background,21068995_3,0.0819643463382698
sim15,background,22746708_1,0.0044806690288797
sim15,background,17593766_5,0.0879559798486342
sim15,background,8071244_3,-0.1563128810399752
sim15,background,2671582_4,0.0561468097811714
sim15,background,17378139_5,0.1580401664813711
sim15,background,25420212_5,-0.0167683431737585
sim15,background,4576493_2,0.0661895584741407
sim15,background,1787721_4,0.0455632522005551
sim15,background,26144023_1,0.0975337453231569
sim15,background,21437529_3,-0.0034416179516142
sim15,background,15503066_5,-0.111954737487555
sim15,background,6285456_2,-0.0741992154306002
sim15,background,13490385_3,0.0283497359858072
sim15,background,26085426_1,-0.0186283643266306
sim15,background,2781769_4,-0.1864782298614634
sim15,background,12326755_5,-0.1484418733786149
sim15,background,13987609_1,0.0041277643761933
sim15,background,10800429_2,0.1200068621193298
sim15,background,17231702_3,0.2367754668928893
sim15,background,9666473_3,0.0032083305787479
sim15,background,11184572_2,-0.2523518054202782
sim15,background,2737310_3,0.0517940040092759
sim15,background,24847051_1,-0.0353482240375234
sim15,background,17187870_1,0.1168596472521004
sim15,background,2660128_3,0.0624906365037997
sim15,background,5876537_1,-0.0734477994833589
sim15,background,1291651_5,0.0304606628965169
sim15,background,12163943_3,0.0604065063167473
sim15,background,21561197_3,0.0395994969110054
sim15,background,13158480_3,0.2285100627313577
sim15,background,16069505_5,-0.009892323253648
sim15,background,17144486_3,0.0926345934223494
sim15,background,5644039_2,0.0599271425825623
sim15,background,567206_4,-0.0514754305589925
sim15,background,12712416_5,0.260067036280728
sim15,background,6423069_2,-0.1443645796637709
sim15,background,12201717_2,-0.005059327011052
sim15,background,18312230_2,-0.0866441780131156
sim15,background,10908712_2,0.218466002859739
sim15,background,10892415_3,0.0021717270370737
sim15,background,13722184_4,-0.1270028392444395
sim15,background,9856363_4,0.003929423365038
sim15,background,7808283_4,0.0011001310461981
sim15,background,7366056_1,-0.0262496323711614
sim15,background,6207648_5,-0.0103079249134351
sim15,background,8702462_5,-0.1178686782387336
sim15,background,2920806_2,0.0768342331921427
sim15,background,19148887_2,0.0008642931862991
sim15,background,15747881_1,0.2240671721538534
sim15,background,5672704_5,-0.0304902621676869
sim15,background,21713355_1,-0.0077100333770082
sim15,background,6047341_5,0.0048086807546371
sim15,background,6786519_3,-0.0346274679050162
sim15,background,13554601_3,-0.1128629516980796
sim15,background,14260582_4,0.1767667549252503
sim15,background,286496_5,-0.0065482466468751
sim15,background,228359_4,0.1075603245498861
sim15,background,7870195_3,0.0101927264871785
sim15,background,20320045_5,-0.0964816803408864
sim15,background,7112484_4,-0.1602350437608909
sim15,background,22753252_1,-0.0318019995433822
sim15,background,9889650_5,0.0860295898339431
sim15,background,1558970_3,0.0217591087002168
sim15,background,6735228_4,-0.1029688948490465
sim15,background,2913597_4,-0.134936033749049
sim15,background,11306876_4,0.2302009845571495
sim15,background,15094446_5,-0.0699381384311235
sim15,background,5430269_2,0.1263308127095616
sim15,background,21755692_1,-0.1331884893935779
sim15,background,1289537_4,0.1052092029123898
sim15,background,4775905_2,0.0100201306152599
sim15,background,3871727_1,0.0204840101693035
sim15,background,22381110_5,-0.0451462041207811
sim15,background,13156904_3,-0.1043346500339167
sim15,background,12967918_5,0.0145972000129195
sim15,background,22044168_3,-0.0717968568066187
sim15,background,11128444_1,0.0189121315162421
sim15,background,18748868_5,-0.1410470106262732
sim15,background,12714588_3,-0.1026323187599766
sim15,background,9550270_3,-0.1598428685106042
sim15,background,16001018_3,0.0222120587159624
sim15,background,7434751_5,-0.2810229550306773
sim15,background,9450606_4,-0.1573680137344291
sim15,background,6485939_2,0.106966114852301
sim15,background,17908109_5,0.0322728215622941
sim15,background,15663955_2,0.114108811585644
sim15,background,3881369_4,-0.0382161601158482
sim15,background,10885323_4,0.0801402136120054
sim15,background,18596779_3,0.0002491340740789
sim15,background,9800230_1,-0.0141944552065024
sim15,background,1972428_1,-0.0627137068198503
sim15,background,12891678_3,-0.1011753733162838
sim15,background,10501716_4,-0.0342971405478354
sim15,background,26352335_5,0.0650190146420447
sim15,background,3210495_1,0.1131837272778095
sim15,background,16378626_1,-0.0526121518216111
sim15,background,20504185_1,-0.0285757986059138
sim15,background,7944914_5,-0.0565470255112362
sim15,background,8397396_5,0.0516844886065207
sim15,background,21267657_3,0.0647293427027677
sim15,background,18143715_4,0.0060767854373565
sim15,background,11457717_3,-0.0853363975881477
sim15,background,24982850_1,-0.016511806875108
sim15,background,6611265_2,0.0855069476131095
sim15,background,2619075_2,-0.0436434258744715
sim15,background,15423285_1,-0.0117655242630142
sim15,background,11323189_2,-0.1100165044764462
sim15,background,9108707_4,0.0166706096877233
sim15,background,12149004_1,-0.1263954906212988
sim15,background,13050682_3,-0.0949864044683062
sim15,background,11968850_1,0.0246286565444869
sim15,background,3881199_5,0.0083249721346791
sim15,background,9380764_4,-0.0003788325642978
sim15,background,15083771_3,-0.0540345801530631
sim15,background,7333410_3,-0.0473519812774149
sim15,background,5060094_4,0.0731195994640218
sim15,background,4621109_4,-0.026974181417427
sim15,background,8274070_3,0.0733934864515994
sim15,background,4282358_3,0.2090803717425679
sim15,background,2298584_2,-0.0707979132425882
sim15,background,17061655_1,-0.146717584418112
sim15,background,6013616_1,-0.0821393972354565
sim15,background,13038460_4,0.0950938023701661
sim15,background,22348091_1,-0.0296145301289602
sim15,background,16098353_4,0.0276210391205096
sim15,background,11936363_2,0.0690265095214141
sim15,background,10249653_3,-0.0687258227411607
sim15,background,23810637_1,0.0139138119977638
sim15,background,15781999_3,0.0677464044920667
sim15,background,4011995_2,-0.0111945392625914
sim15,background,21185180_1,-0.048063380195627
sim15,background,3004836_2,0.0887321031373496
sim15,background,3198969_2,0.0684102130511603
sim15,background,5155077_2,0.1274004926381998
sim15,background,15215664_5,0.0323326592370225
sim15,background,16568978_2,0.1306395387915147
sim15,background,18775185_5,-0.065864895881999
sim15,background,13616114_5,-0.013402972126341
sim15,background,16350219_4,0.0561166080785518
sim15,background,2316002_2,0.0606840874144122
sim15,background,9301038_3,0.0483801491296116
sim15,background,6124985_4,0.031139312114061
sim15,background,791971_3,-0.0353372607234548
sim15,background,8163887_5,0.0831967203345405
