,sim15,sim15_shift,sim16,sim16_shift,sim17,sim17_shift,sim18,sim18_shift,sim19,sim19_shift,sim20,sim20_shift,sim21,sim21_shift,sim22,sim22_shift
323,0.26266648206773285,6.295952923087494,-5.677210184710596,3.4663858821387645,-0.21601457552261094,10.061066775001132,,,,,,,,,3.482948965682456,10.541771834001658
79,-0.8737908879232814,5.15949555309648,-3.09900267277043,6.04459339407893,-3.220549688828911,7.056531661694832,,,,,,,,,4.146707598885287,11.205530467204488
198,,,,,-1.839861080287712,8.43722027023603,-0.8525314076334787,9.353319800469668,1.0942890555041767,8.062193093820703,,,,,5.110481754924065,12.169304623243265
371,,,-1.6650151761955612,7.478580890653799,6.024328411253428,16.301409761777172,1.3599545650532774,11.565805773156423,,,,,-1.9072908935443924,6.949920513001082,,
280,,,,,,,,,,,-0.9824634784944335,7.2299260908578935,-6.3358155009047605,2.5213959056407136,,
12,4.100826267590724,10.134112708610486,0.8458384313208933,9.989434498170255,-1.6076745651577704,8.669406785365972,,,6.158630347955693,13.126534386272219,-4.1126732058388775,4.0997163635134495,,,,
347,,,,,-3.673013087828733,6.60406826269501,,,1.4671148533211027,8.435018891637629,,,,,0.4778670611874648,7.536689929506665
268,,,,,1.110868213890039,11.38794956441378,,,,,-1.3675840984948127,6.844805470857514,-3.3705148789291823,5.486696527616292,,
288,,,,,-1.2170315523205621,9.060049798203181,,,,,2.476502295995518,10.688891865347845,,,,
377,0.13027243060073457,6.163558871620496,,,0.13928284343969755,10.41636419396344,,,,,,,-2.8248317127021263,6.032379693843348,,
252,,,-2.065038361900059,7.078557704949301,-6.928864550125887,3.3482168003978554,,,0.4418898230321515,7.409793861348677,6.729428460379981,14.941818029732307,,,2.294086428116636,9.352909296435836
296,-0.9736344448333787,5.059651996186383,,,-4.082812054243043,6.1942692962807,,,,,,,-2.240823155000929,6.616388251544545,0.26298884844196196,7.321811716761163
341,,,,,5.902981102177847,16.18006245270159,,,3.7649001510789493,10.732804189395475,-1.37556043612274,6.836829133229587,,,,
156,5.062748054361603,11.096034495381364,,,-0.7994939368297764,9.477587413693966,,,-0.48912019475144364,6.478783843565083,,,-1.1479646927797849,7.7092467137656895,,
397,-1.0780935593063303,4.955192881713431,,,1.3156140392712885,11.592695389795031,,,,,0.7542448999733873,8.966634469325715,,,0.0071286056564418,7.065951473975643
263,6.5105644668703455,12.543850907890107,-2.9536868762492974,6.189909190600063,-2.068025276614328,8.209056073909414,,,,,,,,,,
48,,,,,1.6559654523421234,11.933046802865865,,,,,-1.3989889337819978,6.813400635570329,,,,
45,5.912610230832852,11.945896671852614,,,-1.2891332838677216,8.98794806665602,,,,,,,4.191757193473203,13.048968600018677,10.510480029633658,17.56930289795286
210,-1.3888962489073111,4.64439019211245,-5.029893258917117,4.113702807932244,3.4870452093921394,13.764126559915882,,,0.8620551550215692,7.8299591933380945,-1.5015325390056435,6.710857030346683,6.255462338002102,15.112673744547577,11.744516163078949,18.80333903139815
83,6.221712476110261,12.254998917130022,,,-3.1831945388822236,7.093886811641519,,,,,-4.217865118204568,3.9945244511477593,0.5820994571230211,9.439310863668496,,
372,,,,,2.553985545330566,12.831066895854308,,,4.386706358403667,11.354610396720194,2.512954104605877,10.725343673958204,,,5.193150584425524,12.251973452744725
393,,,,,0.6169427300890813,10.894024080612823,,,,,,,,,-1.4688497780857417,5.589973090233459
205,,,,,2.065924461608888,12.343005812132631,,,1.9128074490749625,8.880711487391489,,,,,2.0871797384522903,9.146002606771491
87,,,,,-0.38958820542165934,9.887493145102082,,,,,,,,,,
62,2.5417433063367536,8.575029747356515,,,-5.688405402488479,4.588675948035263,,,6.382941018112329,13.350845056428856,5.442511253744833,13.65490082309716,,,12.611400993100393,19.670223861419593
309,4.482885480591793,10.516171921611555,-3.2819074915491226,5.861688575300238,-0.5224131496636262,9.754668200860117,,,,,,,1.3164711594430574,10.173682565988532,,
222,8.393779617268546,14.427066058288307,1.0473786961019174,10.190974762951278,1.0728942095004033,11.349975560024145,,,,,4.080864837921303,12.29325440727363,,,,
160,1.6796323462723133,7.712918787292075,,,-0.16214986137665732,10.114931489147086,,,,,-0.4430219348323592,7.769367634519968,3.9100963446384496,12.767307751183925,3.126708500605301,10.1855313689245
229,,,,,1.445247829981895,11.722329180505637,,,,,5.274437860153772,13.4868274295061,,,,
369,,,,,-4.827539555120668,5.449541795403074,,,,,1.4720271970828078,9.684416766435135,,,12.892912417722869,19.95173528604207
227,,,1.0451660127826636,10.188762079632024,-2.117356671844923,8.15972467867882,,,1.8408821829555977,8.808786221272124,,,,,5.270807837106144,12.329630705425345
230,,,-4.03092789583184,5.11266817101752,7.544768488094075,17.821849838617815,,,0.32311744616706917,7.291021484483595,3.0453160082616537,11.257705577613981,0.1938787306658707,9.051090137211345,13.123406460328212,20.182229328647413
217,-2.591692611534315,3.4415938294854467,,,0.4386986208079646,10.715779971331706,,,,,,,2.8668014967128013,11.724012903258275,,
194,,,,,-3.2909856650331557,6.986095685490587,,,,,,,,,,
391,13.864202643722713,19.897489084742475,,,-2.7724161687588533,7.504665181764889,,,,,,,,,8.971953583051702,16.030776451370905
340,3.6039834602393612,9.637269901259122,,,-5.221272974211697,5.055808376312045,,,1.0121530370333631,7.9800570753498885,,,,,3.658787570192176,10.717610438511377
167,-0.4881253155774537,5.545161125442307,-0.6381669393299788,8.505429127519381,2.8671740517642386,13.144255402287982,,,,,-1.9652071791190873,6.24718239023324,5.455894046123355,14.313105452668829,,
266,0.5258249469368257,6.559111387956587,,,3.0205484388921855,13.297629789415929,,,9.061949102474973,16.0298531407915,1.2216081085496482,9.433997677901974,0.41439306262052744,9.271604469166002,,
208,0.795100796085389,6.828387237105151,,,0.8110337313367033,11.088115081860446,,,,,,,,,,
335,-0.9671342876144688,5.066152153405293,,,1.5116713501415293,11.788752700665272,-2.7116465534651097,7.494204654638036,3.223582063202237,10.191486101518763,,,,,2.433026986639773,9.491849854958973
213,4.429196015506143,10.462482456525905,2.293935718630639,11.43753178548,-0.6626713417145894,9.614410008809154,,,0.5891561079628528,7.557060146279379,,,,,,
388,,,,,3.392330512410811,13.669411862934552,,,,,,,,,,
331,,,-2.5563475067770067,6.587248560072354,2.9653273851389024,13.242408735662645,,,,,-0.4885508024825951,7.723838766869732,3.173884512908476,12.03109591945395,6.44194984408178,13.50077271240098
216,,,1.0365753559043598,10.18017142275372,-0.8453840317226025,9.43169731880114,,,,,,,0.9362061335307514,9.793417540076225,,
277,,,,,-3.6449758878341174,6.6321054626896245,,,4.138594414048422,11.106498452364947,,,,,0.4313764866905967,7.490199355009797
85,-0.6677029590095965,5.365583482010165,,,-0.3655242483430031,9.911557102180739,,,4.202286669105207,11.170190707421732,,,0.14759940335734179,9.004810809902816,,
310,2.835725691228795,8.869012132248557,,,1.5223072088722596,11.799388559396002,,,,,,,0.9806899850454123,9.837901391590886,,
389,6.389757956672085,12.423044397691847,,,0.5530329578808473,10.830114308404589,,,,,,,,,5.367143351168789,12.42596621948799
387,0.7873505162439622,6.820636957263724,,,2.416975094418601,12.694056444942344,-5.135871504697913,5.069979703405234,,,2.7790504767812516,10.99144004613358,,,10.081659599030607,17.140482467349806
191,6.1709065609304,12.204193001950163,-6.059637928832709,3.0839581380166514,5.104942241889515,15.382023592413258,,,-0.45371846022658713,6.514185578089939,,,,,,
224,,,-5.9927802637058685,3.150815803143492,0.35965190919576717,10.63673325971951,,,3.430120312928542,10.398024351245068,,,,,,
82,3.8876258419497978,9.92091228296956,-2.56152970149229,6.58206636535707,5.357919265478299,15.635000616002042,,,8.029455922996087,14.997359961312613,5.414619917892233,13.62700948724456,,,,
225,2.4310210752172146,8.464307516236977,,,3.1181154888475384,13.39519683937128,,,4.073170041328982,11.041074079645508,,,,,4.685266492252591,11.744089360571792
295,,,,,-2.844257146628027,7.4328242038957155,,,,,,,-0.6282377897893818,8.228973616756093,7.096505194923251,14.155328063242452
169,,,,,-5.017630323952867,5.259451026570876,,,2.4235728477250724,9.391476886041598,,,,,3.497444895345355,10.556267763664556
375,,,,,5.439246326635272,15.716327677159015,,,,,2.086223980790047,10.298613550142374,,,7.531438275050169,14.59026114336937
292,3.6849823205707195,9.718268761590481,,,-0.1267569655742894,10.150324384949453,,,3.3448242495470106,10.312728287863536,-1.1578113875239686,7.054578181828358,1.8534378644554859,10.71064927100096,-1.1085551884273745,5.950267679891827
215,-2.0595676661028017,3.97371877491696,,,3.6030686359767876,13.88014998650053,,,1.0335297353823834,8.00143377369891,2.733203383179449,10.945592952531776,,,2.4711734136111723,9.529996281930373
337,0.30404455322507173,6.337330994244834,,,-0.9461800493043668,9.330901301219376,,,,,,,4.492089294790214,13.349300701335688,,
320,,,-1.3785417266025826,7.7650543402467775,-1.0573583158932003,9.219723034630542,,,6.587431971361176,13.555336009677703,12.210032619582755,20.42242218893508,,,,
171,1.4687020689358108,7.501988509955572,,,6.452409584229699,16.729490934753443,,,,,1.71038352679615,9.922773096148477,-3.703631927019715,5.153579479525759,6.224781280397407,13.283604148716607
346,,,,,0.3776602383677023,10.654741588891445,,,9.800822937283558,16.76872697560008,-1.2814703523147344,6.930919217037593,,,,
151,2.274982733103659,8.30826917412342,,,-3.3990958016823503,6.877985548841393,,,,,,,,,-0.37018556450342954,6.688637303815771
137,,,,,2.610330654096424,12.887412004620167,,,,,,,-0.18515145872412409,8.67205994782135,,
291,,,,,1.9060736174005757,12.183154967924319,,,5.124902350500255,12.092806388816781,1.5508231071024454,9.763212676454772,,,2.1796271044593265,9.238449972778527
385,,,,,-6.005488507733048,4.271592842790694,,,4.372296951253792,11.340200989570317,,,-2.5485137003332494,6.308697706212225,,
84,,,,,1.5263703191401299,11.803451669663872,,,,,-3.275491468927081,4.936898100425246,,,,
349,3.34802706484762,9.381313505867382,,,-7.484463092627678,2.7926182578960645,,,,,,,-0.47458994460819204,8.382621461937282,,
219,5.8018400139878885,11.83512645500765,-1.4121496631588348,7.7314464036905255,-1.9574351677445845,8.319646182779158,,,1.9032741641783413,8.871178202494868,,,,,-0.9443360791029634,6.114486789216238
322,1.3678493619337926,7.401135802953554,,,-1.8910788810079513,8.386002469515791,,,,,,,,,4.722009872942698,11.780832741261898
204,,,-6.391017771006004,2.7525782958433567,-0.1637282211832526,10.11335312934049,,,,,,,-1.8820235356036839,6.97518787094179,,
273,,,,,-3.1906488620772158,7.086432488446526,,,,,-0.14623387317819772,8.066155696174128,,,4.922683672192832,11.981506540512033
212,2.6883957228911113,8.721682163910874,,,2.369495522839965,12.646576873363706,-0.872959411526308,9.332891796576838,,,,,,,,
146,,,,,,,,,1.2279864959397502,8.195890534256275,3.6696418842953182,11.882031453647645,2.1762860508114876,11.033497457356962,,
348,,,,,2.927533344985449,13.204614695509191,,,2.747110165885812,9.715014204202337,,,0.8922763745182012,9.749487781063674,-0.977088562609872,6.081734305709329
157,,,,,-1.8632026167820974,8.413878733741644,,,4.895993700126225,11.863897738442752,-2.550244970983898,5.662144598368429,0.4230529659775426,9.280264372523018,,
214,,,,,-0.8193852076297563,9.457696142893987,,,,,,,,,,
316,,,,,0.4580987507780696,10.735180101301811,,,,,,,-1.6653317017098175,7.191879704835657,4.868573910922465,11.927396779241665
186,,,,,-1.3382952676069215,8.93878608291682,,,,,-0.09970006358705863,8.112689505765267,0.8641996013991446,9.721411007944619,,
314,,,,,-1.1135755855005205,9.163505765023222,,,,,,,,,4.763766227326046,11.822589095645247
293,,,,,-2.7007880970904745,7.576293253433268,,,,,-4.068574781635721,4.143814787716606,-1.0419358007618393,7.815275605783635,5.714109948710598,12.772932817029798
183,,,,,1.662459304307371,11.939540654831113,,,,,,,4.017219050396637,12.874430456942111,4.589501220943308,11.648324089262509
287,4.138947803420887,10.172234244440649,,,4.729085296457737,15.00616664698148,,,-1.5584224848794628,5.409481553437063,,,-7.857211406545474,1.0,5.331369994064303,12.390192862383504
290,,,,,4.03070475700332,14.307786107527061,,,6.992279359427709,13.960183397744235,0.33577987009534827,8.548169439447676,,,,
168,6.056151527329231,12.089437968348992,,,5.63645938940296,15.913540739926702,,,,,,,2.0429989998438383,10.900210406389313,7.0860801818759365,14.144903050195136
343,6.515620440874304,12.548906881894066,,,2.071994447436372,12.349075797960115,,,,,,,5.544687345239007,14.401898751784481,,
153,,,,,-3.193032135263126,7.084049215260617,,,4.265222231027524,11.23312626934405,1.8673038809833784,10.079693450335705,1.1866461949182145,10.043857601463689,3.5771351477891957,10.635958016108397
339,7.833755884542381,13.867042325562142,,,-4.473063668663871,5.804017681859872,,,,,,,,,3.9544283576711594,11.01325122599036
60,4.69789393866174,10.7311803796815,,,-6.708460140910003,3.568621209613739,,,,,,,3.294150974824086,12.15136238136956,,
174,,,,,1.6654501866378766,11.942531537161619,,,,,0.6233867528225089,8.835776322174837,0.46400146167726375,9.321212868222737,2.860666028482208,9.919488896801408
359,,,,,-3.466227648753136,6.810853701770606,,,2.0086763206230422,8.976580358939568,,,0.06841061711023766,8.925622023655713,,
298,,,,,-2.78058930720869,7.496492043315053,,,0.5559260051187002,7.523830043435226,-0.7747396849013605,7.437649884450966,,,2.038510313886694,9.097333182205894
162,,,,,4.2274631933337465,14.504544543857488,,,,,,,,,4.859930205980314,11.918753074299515
311,,,,,0.1430016925209941,10.420083043044736,,,,,0.5360249363221481,8.748414505674475,,,6.873120151559586,13.931943019878787
329,3.0390978923009166,9.072384333320677,,,-1.383567333772557,8.893514016751185,,,,,,,,,,
175,,,-3.21040935929122,5.93318670755814,-2.571562702665737,7.705518647858005,,,7.487552584329192,14.455456622645718,3.4466054146309553,11.658994983983282,,,7.280511008959044,14.339333877278245
163,,,,,1.477085541751502,11.754166892275244,,,,,,,,,8.752673250172231,15.811496118491432
77,,,,,-0.6040874943446777,9.672993856179065,,,4.56623829218299,11.534142330499517,,,,,,
302,,,,,2.9007612483743666,13.17784259889811,,,1.2929355733597059,8.260839611676232,2.3822969641014615,10.594686533453789,1.4224613665670531,10.279672773112527,2.174497289595793,9.233320157914994
231,,,,,-1.3932204568003166,8.883860893723426,,,2.5422395947529446,9.51014363306947,1.0152685115902438,9.227658080942572,-0.9005843365728889,7.956627069972585,9.391183975744498,16.4500068440637
148,,,-1.7833451937114628,7.360250873137898,-6.835620043527875,3.4414613069958673,,,4.572228286160926,11.540132324477451,,,4.906368151192268,13.763579557737742,,
106,,,,,-5.243737937559573,5.033343412964169,,,-3.145807319010077,3.822096719306449,,,,,,
283,4.969235833367229,11.00252227438699,,,-2.6569337453869712,7.620147605136771,,,4.241807660463478,11.209711698780005,-0.49669386776173186,7.715695701590596,-0.4920523545645823,8.365159051980893,1.337309517987792,8.396132386306993
184,,,,,3.1336938087523913,13.410775159276135,,,,,-1.6583584565836018,6.554031112768725,3.377157756698693,12.234369163244168,,
122,-1.0740167626022439,4.959269678417518,,,-0.8918096783263902,9.385271672197351,,,-5.967904038316526,1.0,,,,,,
170,7.1525566581431415,13.185843099162902,,,0.03989335538139138,10.316974705905134,,,,,1.379777603023459,9.592167172375786,0.8356539565051335,9.692865363050608,,
396,9.749055098282504,15.782341539302266,,,-2.0288194207505987,8.248261929773143,,,1.9394321418639908,8.907336180180517,,,-0.6784482743581783,8.178763132187296,,
275,,,,,-1.3805217114620847,8.896559639061657,,,,,,,,,3.6943153527470245,10.753138221066225
244,2.494102783998592,8.527389225018354,0.6157153240713609,9.759311390920722,0.49109938652386376,10.768180737047606,,,1.0097707300062588,7.977674768322784,,,,,2.3096537130254675,9.368476581344668
116,2.4782253258649205,8.511511766884682,,,-0.16409463817809455,10.112986712345648,,,,,,,2.9450099626306656,11.80222136917614,,
364,3.835644178371339,9.8689306193911,,,1.272687589563147,11.549768940086889,,,,,0.6798878092414649,8.892277378593793,-1.4944002168415513,7.362811189703923,10.783388703840055,17.842211572159258
121,8.359086457297902,14.392372898317664,,,-1.7020097829464387,8.575071567577304,,,1.9821096499750184,8.950013688291545,2.007461632074773,10.219851201427101,,,,
165,,,,,3.9986587704079914,14.275740120931733,,,4.809974285589998,11.777878323906524,6.209494289763562,14.421883859115889,,,,
32,5.214210029470321,11.247496470490082,,,-2.6740507092623456,7.603030641261396,,,,,,,,,12.1103366864593,19.169159554778503
201,,,-5.982097729293454,3.1614983375559067,4.665095505425505,14.942176855949247,,,2.447796097820869,9.415700136137396,2.6767897559492138,10.88917932530154,,,,
326,5.962688997417698,11.995975438437458,,,0.9989092904071356,11.275990640930878,,,,,-0.3964883311575105,7.815901238194817,3.3548415296778535,12.212052936223328,2.5811590696840865,9.639981938003288
368,2.028286276219056,8.061572717238818,,,-3.6168170299035602,6.660264320620183,,,3.760391579180641,10.728295617497167,4.384073308547352,12.596462877899679,1.7071813704748124,10.564392777020286,5.20981730479792,12.26864017311712
332,,,,,-3.287755522106493,6.9893258284172495,,,,,3.472768753862819,11.685158323215147,0.9325343330734774,9.789745739618951,,
361,,,,,7.528159707568601,17.805241058092342,,,1.006403754732415,7.974307793048941,-0.33051673255684244,7.881872836795485,-1.6345322613221103,7.222679145223363,,
202,0.19738283799128675,6.230669279011048,-0.3277723686853171,8.815823698164042,3.0128414115377997,13.289922762061542,,,,,1.0801748406634721,9.2925644100158,,,,
200,-2.4415822432694716,3.59170419775029,,,1.874657085473369,12.151738435997112,,,1.4651221317496321,8.433026170066158,2.159481842244531,10.371871411596858,,,8.650035100399183,15.708857968718384
257,9.369131427891311,15.402417868911073,,,3.1461683931749267,13.423249743698669,,,,,,,,,0.11323145833987425,7.172054326659075
80,-1.2608616894434177,4.772424751576343,,,,,,,4.539130745676749,11.507034783993275,,,,,,
9,0.36239906196511107,6.395685502984873,-3.605146646643528,5.538449420205833,1.4391078119123129,11.716189162436056,,,,,-0.27703200082949975,7.935357568522827,6.627613293938797,15.484824700484271,,
187,,,,,6.713697017564165,16.99077836808791,,,,,,,,,,
89,6.899862760298324,12.933149201318084,,,0.8036724221510898,11.080753772674832,-1.2687814100679426,8.937069798035203,,,,,1.10987579684309,9.967087203388564,,
207,1.9838590116432786,8.01714545266304,,,8.473755736523556,18.750837087047298,,,5.707597751229124,12.675501789545649,,,,,,
69,,,,,1.6320267795400445,11.909108130063787,,,,,-1.74555544617565,6.466834123176677,,,,
188,,,,,0.6108497386518239,10.887931089175567,,,,,,,4.701625671546721,13.558837078092196,11.678699178293442,18.737522046612643
306,,,,,-1.3253239526917513,8.95175739783199,-1.4318217340582649,8.77402947404488,,,,,,,5.23772731552238,12.296550183841582
360,,,,,4.400822226269233,14.677903576792975,,,4.317378316822329,11.285282355138854,-0.19632466198662216,8.016064907365704,,,-0.34386651392366163,6.7149563543955395
237,2.132640230873305,8.165926671893066,,,-4.323772726742184,5.953308623781559,,,2.4009684593797003,9.368872497696227,4.242707834848996,12.455097404201323,2.6519063141565957,11.50911772070207,3.000783718001739,10.059606586320939
327,,,,,2.3826053734746004,12.659686723998343,,,3.619970984555177,10.587875022871703,,,0.08919338696126333,8.946404793506737,,
261,2.7312242285488644,8.764510669568626,,,5.458922838578965,15.736004189102708,,,0.03088566056114206,6.998789698877668,-4.463426608082684,3.748962961269643,0.9762809266824637,9.833492333227937,8.556631667497708,15.615454535816909
86,8.870795389956104,14.904081830975866,-0.4013795891198695,8.74221647772949,0.8489694040577054,11.126050754581447,,,3.422328871249599,10.390232909566125,,,2.190379398283885,11.047590804829358,2.9050770051478794,9.96389987346708
228,,,,,5.3699497323734935,15.647031082897236,-5.345670534448278,4.8601806736548685,0.2381746372387583,7.206078675555284,,,-2.0508060486840067,6.806405357861467,,
190,,,,,2.066641291737648,12.34372264226139,-3.393110805610463,6.812740402492683,,,-1.018439150971239,7.193950418381088,,,6.3997176442162695,13.458540512535471
74,2.6377317150807733,8.671018156100535,,,-2.3278695851923144,7.9492117653314285,,,5.389557359399944,12.35746139771647,5.534159060852464,13.746548630204792,,,12.80934174083093,19.86816460915013
8,2.690596297840312,8.723882738860073,,,4.608250066457216,14.885331416980957,-4.542842289987622,5.6630089181155245,,,2.5619405571330773,10.774330126485404,,,,
4,,,,,2.3153390451370455,12.592420395660788,,,-0.02582210025893822,6.942081938057588,,,,,,
262,3.0131016636466033,9.046388104666365,,,-4.756783287224528,5.520298063299214,,,,,-2.416665490885929,5.795724078466398,-0.5795693001938557,8.277642106351617,6.52282646357804,13.58164933189724
51,,,,,1.6101930017032255,11.887274352226967,,,4.199857142195495,11.16776118051202,0.6528087794641884,8.865198348816516,,,8.988528041462917,16.047350909782118
5,,,,,-2.257915876061717,8.019165474462024,,,5.47444736846656,12.442351406783086,0.19604437613926518,8.408433945491591,,,,
363,1.3545791589404095,7.387865599960171,4.5978064565989945,13.741402523448354,5.216815609187155,15.493896959710899,,,,,6.7668789990909515,14.979268568443278,0.962974459616259,9.820185866161733,2.7869489208773564,9.845771789196558
338,6.966333013414152,12.999619454433914,,,2.4607190826304333,12.737800433154176,,,3.439989688179553,10.407893726496079,,,,,8.396789531443101,15.455612399762302
